0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
2,4,1050,6,5,404,849,61,11,5,77,1457,8,34,7,112,433,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,115,59,18,1281,6,5,659,71,8,14,0,9,0,320,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,75,29,51,11,5,0,8,14,57,7,33,859,10,53,61,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,35,21,53,30,130,20,5,106,8,326,74,9,427,22,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,60,4,48,11,148,778,8,34,63,333,139,53,73,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,25,6,233,37,214,9,47,19,2491,8,32,91,27,981,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,42,64,6,152,1872,9,159,2581,19,87,10,1527,11,23,121,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,0,149,31,68,118,8,63,7,102,1385,55,1075,27,323,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,31,59,57,7,0,0,8,16,22,20,5,930,3144,219,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,17,29,1220,32,12,10,23,405,34,43,1581,6,14,1930,283,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,163,6,13,2725,9,4,1585,25,8,16,21,311,343,83,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,75,53,278,20,14,1962,6,5,335,10,13,99,6616,1521,407,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,10,13,482,28,26,4510,8,16,22,125,13,3021,304,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,173,15,858,18,330,620,8,63,22,26,14,464,27,2197,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,1663,43,394,108,0,8,0,8,16,6,13,1105,8,7743,598,6345,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,1045,6,5,309,263,21,5,79,289,8,14,11,13,421,30,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,6,5,202,119,1017,4,420,10,5,185,11,13,318,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,328,170,9,4,231,2549,31,488,11,13,88,11,14,33,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,17,708,502,186,7,1630,8,11,14,230,63,7002,59,8,9,301,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,2819,618,8,16,21,5,12,0,107,8,14,7,348,1380,60,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,415,83,190,53,6,5,103,9,4,115,53,1067,74,27,110,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,434,1898,2412,11,8,34,144,26,5,1701,41,32,121,1029,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,69,31,6,5,657,28,11,32,2131,8,63,20,0,331,0,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,581,9,4,1000,166,447,8,34,6,14,109,17,29,51,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,495,909,366,41,5,193,9,282,146,647,1744,97,22,588,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,19,87,0,112,181,689,27,8,14,22,6,295,435,219,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,508,99,277,8,63,20,32,2893,41,5,667,27,178,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,53,51,132,26,13,0,9,83,670,84,0,2720,357,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,65,384,24,6,5,1817,119,3605,4,3465,6,13,4112,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,25,1131,15,10,250,0,36,589,13,112,18,1706,50,620,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,1439,10,5,152,105,8,254,9,191,28,20,13,2045,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,17,314,64,8,4,25,9,4,24,8,51,46,5,223,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,172,228,12,10,0,259,8,369,9,137,30,19,117,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,1595,30,589,752,0,11,5,3030,6,5,573,700,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,0,8,0,0,271,12,10,201,259,30,26,5,1731,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,104,29,6,783,9,218,346,55,5,247,11,16,33,153,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,65,24,155,11,23,121,8,34,124,1340,4066,3307,37,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,6,218,749,26,13,4112,10,5,93,12,6,1319,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,643,12,157,1490,8,6,13,1098,151,7,539,0,0,0,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,6,4877,96,28,11,5,272,9,36,146,7,1917,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,6,5,50,119,341,325,11,13,10,957,789,33,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,6,5,2981,256,39,30,11,5,1715,20,5,0,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,17,29,184,22,97,13,6895,8,34,876,7,2804,15,28,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,6,5,49,119,28,10,17,24,26,5,418,2489,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,66,6,1319,9,236,249,3635,63,16,756,13,1515,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,190,53,6,7283,73,20,5,364,199,11,13,738,33,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,16,15,999,7,554,0,160,0,54,0,150,394,20,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,35,21,924,269,9,516,4,4904,603,58,13,0,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,17,44,6,270,9,4,12,8,14,55,13,0,5196,558,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,173,7723,15,181,6,124,1962,9,145,57,124,0,1626,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,14,451,10,32,2586,67,19,1198,4,115,1145,11,76,86,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,17,64,260,11,5,0,4384,837,8,38,21,293,343,47,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,6,254,9,658,182,6,5,5031,103,11,23,1487,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,6,5,49,2144,9,13,50,482,28,26,5,7687,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,10,5,105,37,54,0,84,973,11,5,2035,616,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,6,5,70,119,794,6,13,3055,308,55,5,0,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,24,10,5,50,262,8,70,218,9,5,1586,37,668,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,15,168,46,5,12,8,14,1931,168,9,7,3091,36,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,17,53,110,2323,11,4571,8,34,4,2092,7,2514,0,326,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,35,21,0,59,10,1212,866,9,93,0,16,33,71,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,515,12,6,13,2277,88,30,10,5,0,6,13,756,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,10,13,202,284,8,7535,9,70,218,67,18,1101,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,0,36,7,114,9,180,5,48,32,3213,11,14,114,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,10,13,50,482,9,105,320,822,20,13,339,33,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,69,25,10,5,2999,9,5,49,119,37,10,5,0,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,273,15,10,741,888,67,7,0,3241,6,373,14,114,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,113,31,28,19,117,9,36,18,50,0,6,76,290,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,69,25,10,5,0,607,18,1919,6,373,43,4282,1215,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,75,25,329,1583,1068,11,124,0,8,34,98,674,56,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,35,21,70,6,404,783,401,26,5,1456,154,11,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,129,12,6,6730,96,30,11,13,161,20,14,33,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,65,24,0,20,13,0,10,50,0,84,16,0,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,28,6,5,3940,2099,9,145,41,16,0,555,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,25,10,137,9,5,746,101,119,28,11,5,619,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,129,12,6,1319,9,170,88,286,20,5,404,103,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,2224,12,21,14,3588,1116,18,3669,1151,10,5,0,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,15,10,6683,78,9,201,450,181,22,18,0,20,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,17,53,6,0,0,55,0,52,11,580,6,5,368,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,17,672,6,231,195,44,10,381,4253,73,11,14,33,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,6,5,1301,256,119,516,7,15,20,5,921,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,1796,12,6,5,152,2497,182,26,368,58,13,0,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,6,5,50,119,9,3858,1963,11,5,3053,1022,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,6,5,70,119,37,18,0,3133,11,13,135,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,10,0,3236,206,211,10,13,15,84,4,147,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,15,6,13,45,255,9,159,227,74,6,18,2627,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,683,24,10,379,105,9,482,1871,1028,11,5,1882,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,69,25,60,7,0,470,9,59,46,13,15,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,42,53,11,17,0,9,5,2973,136,57,1089,117,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,0,228,12,36,22,10,148,288,41,23,121,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,95,492,10,159,9,0,37,11,13,70,1223,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,6,5,1073,9,5,49,4741,60,7,2529,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,15,6,5,238,326,10,5,4132,55,13,0,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,75,231,195,4441,10,3288,0,51,497,6,2178,699,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,17,29,411,428,184,22,291,6,5,245,10,6813,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,66,10,0,259,9,529,119,145,41,18,90,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,17,102,242,79,56,10,6962,9,306,146,1016,782,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,48,54,546,43,1113,180,11,74,54,367,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,10,137,54,222,145,11,3840,0,153,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,25,5368,58,5,140,18,2205,21,5,24,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,17,297,1007,108,1920,43,0,11,13,0,641,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,35,21,53,20,5,111,294,589,13,151,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,10,5,746,340,200,30,11,5,258,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,2484,25,10,5,3639,256,1063,28,54,90,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,1001,15,10,13,0,482,0,4,1089,1079,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,112,28,11,14,33,26,13,345,149,3090,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,65,1573,24,6,5,0,287,11,5,4104,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,17,44,51,26,13,7195,9,596,41,4,285,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,17,4796,44,51,497,699,9,16,273,15,182,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,66,227,336,7,655,1273,7,1219,71,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,15,6,5,70,119,463,7,1111,0,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,35,21,0,0,63,16,0,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,358,336,18,4017,668,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,17,29,465,18,93,8,34,643,54,1011,1900,3901,80,0,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,35,21,805,155,2058,11,23,121,9,403,16,4601,964,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,16,1070,150,2853,43,1632,8,38,18,45,8,6351,6704,237,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,15,203,6,4,222,8,34,4,12,19,85,595,37,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,14,12,10,23,50,1820,9,14,191,36,16,80,150,1242,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,15,9,4,25,11,13,135,499,10,5,548,19,85,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,6,13,45,88,107,11,76,735,21,17,808,932,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,24,58,5,0,1017,7,0,3551,9,0,0,38,368,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,15,60,0,11,8,34,4,25,10,2140,18,762,36,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,17,64,3463,124,2852,6,38,208,43,0,9,13,0,164,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,9,4,25,52,20,5,5429,9,186,469,7,6241,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,0,346,11,4,2869,8,38,21,5,0,54,367,0,992,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,14,0,307,0,63,131,3896,8,160,0,0,21,457,0,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,0,61,58,13,618,11,5,77,81,1426,16,33,71,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,10,1186,59,20,13,421,10,236,9,6683,385,116,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,676,0,113,28,6,14,506,9,630,146,74,41,846,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,104,64,56,11,14,922,26,171,386,8,34,133,571,433,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,17,79,3839,43,0,260,6,16,89,9,186,146,18,405,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,10,0,0,131,1643,8,63,4,0,1140,27,1038,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,282,148,249,20,8,34,27,148,1133,4,744,155,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,75,29,2493,8,34,98,54,582,43,4152,10,110,51,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,686,6,5,101,413,1017,4,0,420,6,14,89,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,550,25,10,5,45,119,30,58,13,15,10,137,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,9,7,15,73,18,3491,71,11,7,3273,27,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,6049,25,15,996,3859,10,5,49,0,6,13,1080,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,69,25,155,11,5,3306,9,442,4,740,3015,0,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,10,5,574,9,4,24,10,5,105,54,90,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,15,6,149,4150,68,118,8,63,32,91,27,621,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,6,13,923,556,168,10,13,80,20,196,1497,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,48,10,5,81,413,36,18,49,91,20,148,466,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,1013,22,8,34,144,54,90,26,23,234,30,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,2560,3313,349,10,5,49,311,19,290,57,38,62,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,25,30,11,5,213,9,145,6,38,2421,125,175,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,0,158,20,5,2170,8,34,4,12,16,2153,36,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,363,10,13,45,2485,9,45,605,9,126,17,7452,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,164,6,13,746,647,255,282,18,365,10,0,110,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,24,10,3236,206,9,5,404,249,28,58,295,5211,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,38,47,38,208,43,0,8,14,76,2080,16,531,334,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,686,61,10,76,86,20,355,213,71,11,14,33,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,1094,344,4,208,21,5,0,11,4,115,1769,11,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,149,31,10,152,3729,68,303,546,55,6,38,62,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,42,53,52,19,87,20,5,106,8,20,23,1725,1108,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,302,331,8,34,7,15,7,3241,6,138,373,67,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,42,24,723,11,704,8,600,22,38,0,24,19,0,219,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,17,29,52,19,87,9,184,22,46,5,274,84,6569,0,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,38,24,9,14,25,757,22,8,34,98,11,13,1826,52,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,947,48,219,22,6,5,1554,9,1505,47,16,1299,84,0,55,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,6,5,101,39,28,11,23,141,9,344,0,26,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,9,7,15,184,22,8,34,98,46,5,223,51,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,7842,6,76,1121,8,754,144,84,7,4981,0,2019,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,2621,107,58,5,396,11,13,777,1399,57,16,89,2556,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,15,516,10,13,77,114,8,34,98,11,14,33,28,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,25,9,4,12,8,16,160,0,1082,83,8,51,19,221,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,1549,12,59,11,23,189,192,0,20,5,3040,116,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,31,68,6,16,89,8,63,7,554,1385,27,323,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,35,21,53,296,19,657,6,5,1612,235,58,13,703,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,636,4,0,115,20,8,34,144,32,0,1532,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,15,10,5,6,1075,0,740,332,21,5,223,377,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,0,51,277,20,13,0,8,16,11,4,426,1747,217,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,113,12,181,5,93,70,12,108,3125,19,1052,27,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,65,48,9,7,15,51,63,18,4667,19,2606,139,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,129,12,59,10,5,152,31,20,13,49,559,342,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,569,6,14,109,150,1775,32,2622,43,3160,4,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,17,120,140,41,4,134,9,346,146,11,7,0,1385,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,429,6,7,33,8,16,21,77,8,7104,629,3780,107,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,16,15,36,32,79,419,8,34,98,41,16,33,145,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,193,10,53,9,171,6277,9,676,219,22,19,62,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,129,8,2049,12,1598,18,6937,8,34,144,6111,67,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,25,6,5,2144,227,18,455,6,18,1195,2028,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,1585,12,36,4,222,26,5,12,10,13,128,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,25,15,10,13,374,28,26,5,103,9,168,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,297,6,5,70,119,9,159,569,138,534,11,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,17,44,6,647,783,9,1319,184,22,26,5,3142,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,10,13,1767,54,300,794,74,6,13,0,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,48,10,284,9,88,123,19,87,41,7,7377,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,15,10,5,101,119,9,191,59,18,141,71,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,10,191,518,5,48,10,191,7,561,0,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,190,1662,83,0,9,811,220,4211,53,564,16,464,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,623,9,138,1378,553,4,4658,6,13,793,11,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,0,6,626,1476,6,13,618,9,56,146,0,913,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,17,1927,83,446,192,2143,8,34,16,112,0,433,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,181,55,165,4,2066,8,4,115,3045,10,764,0,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,95,12,569,0,11,5,0,10,6683,0,11,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
