0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
2,4,12,28,11,5,706,9,4406,138,610,55,165,4,682,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,6,50,197,9,5,45,39,401,305,18,101,0,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,17,79,110,133,0,19,2063,8,343,21,356,93,279,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,17,7483,838,22,26,1649,19,85,8,7,60,18,2289,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,17,40,757,22,11,5,494,26,7,2921,34,72,1083,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,941,6,5,517,256,413,36,138,80,26,32,466,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,502,597,22,6,14,308,9,131,1268,47,1589,4082,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,26,5,103,181,4,2224,0,97,5,319,6,16,114,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,35,21,279,289,25,29,8,16,11,1932,595,56,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,15,37,10,0,34,4,65,48,6,5,657,1596,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,7064,10,354,264,203,6,4,222,34,144,595,37,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,1375,228,95,12,10,5089,0,30,9,475,7,459,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,129,12,6,5,893,209,158,54,638,20,5,210,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,2224,12,59,11,13,33,10,17,351,9,5,223,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,0,228,12,37,1184,11,23,494,20,13,545,33,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,17,24,6,0,519,261,26,4,115,0,11,14,33,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,0,6,5,70,413,471,7,3022,6,5,50,413,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,17,242,120,8,4,113,1777,9,4,149,31,19,122,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,16,1445,21,42,244,8,16,46,5,4468,0,6119,51,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,6,5,174,849,9,6919,606,518,10,5,45,983,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,69,25,10,6550,9,482,334,6,13,308,5335,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,25,10,0,917,9,0,288,28,6,13,0,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,65,48,6,5,1318,119,36,1062,18,101,0,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,17,29,10,523,9,5111,2994,46,5,347,58,524,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,66,6,233,227,11,13,1219,160,0,124,1971,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,2221,66,269,4,147,11,13,2794,235,5,276,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,17,25,24,140,11,5,494,26,5,2460,10,0,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,15,10,5,0,9,5,4678,251,20,5,3088,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,14,6112,19,1174,262,2263,32,91,26,23,806,268,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,6,225,0,9,5,888,2190,11,5,0,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,65,24,10,490,187,37,9,1200,6,13,5038,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,11,5,0,10,93,241,11,704,97,175,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,163,30,10,6710,6,5,2328,9,237,18,6508,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,65,24,6,233,216,11,14,33,11,4,4865,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,48,10,250,88,9,284,36,4,426,424,122,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,35,64,30,11,13,45,1041,9,237,55,5026,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,9,7,15,52,20,5,319,9,184,22,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,14,25,19,70,119,9,45,159,36,18,49,1919,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,6,5,50,39,145,57,4,247,13,3930,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,0,9,0,1107,22,6,32,0,14,151,1763,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,10,0,369,9,1216,30,11,13,812,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,59,11,13,0,46,629,10,49,0,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,240,6,5,174,0,472,9,2886,7,552,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,108,3631,21,0,180,4,6127,6,373,2449,0,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,115,0,6,13,556,10,0,20,14,407,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,3649,4151,82,41,0,117,26,5,50,319,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,75,72,261,26,929,604,386,10,126,0,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,521,31,82,27,5,3847,91,19,122,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,15,3674,10,17,6991,584,241,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,17,64,6,256,0,9,70,197,3383,19,87,46,5,432,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,6112,260,6,16,89,8,63,32,91,10,23,142,27,1254,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,226,69,25,565,99,1433,34,144,6,18,111,455,1371,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,30,11,13,1350,10,1297,9,107,21,5,1460,932,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,35,21,40,6,172,28,20,5,1800,436,43,77,361,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,1001,15,6,5,50,696,975,5,12,18,2516,253,718,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,65,48,280,6,76,507,10,5,634,285,11,14,1165,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,271,12,6,3178,96,30,6,14,506,9,183,7,392,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,307,286,22,11,13,738,1486,10,5,1292,6,16,978,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,157,20,5,779,0,8,18,226,0,1025,27,723,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,129,532,9,4,176,24,323,20,8,613,4,4966,0,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,65,24,6,5,2228,409,127,155,11,23,121,9,1159,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,14,12,19,50,119,67,22,2086,8,11,18,2292,27,591,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,10,13,404,88,9,205,284,216,11,18,486,281,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,61,6,5,4885,365,116,8,63,32,154,27,143,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,193,10,49,8,50,9,45,5080,0,20,5,1294,20,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,24,6,5,49,413,68,118,8,63,18,503,27,1254,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,17,29,723,41,7,6004,9,487,18,21,5,1460,4636,365,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,75,173,29,8,220,10,1761,2343,8,1254,22,20,13,637,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,0,156,11,13,545,33,34,100,40,63,98,139,51,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,15,10,5182,67,10,171,276,4,147,21,5,1135,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,491,229,266,22,11,18,945,26,368,6,13,793,26,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,104,314,64,52,11,13,161,9,4217,645,6,16,114,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,17,29,1575,11,5,3738,32,189,21,122,9,3920,4553,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,25,6,5,0,60,4,688,413,9,36,4,285,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,411,428,6,50,218,9,2298,145,16,33,118,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,6,5,254,9,10,105,37,11,14,33,128,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,451,6,5,101,474,28,97,23,222,6,5,548,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,1429,6,270,9,231,6,14,0,11,5,0,1267,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,451,6,5,50,413,2190,10,5,2516,6,14,80,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,17,120,83,19,122,8,13,21,204,92,74,19,290,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,328,113,1742,82,11,23,117,10,5,311,19,290,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,15,10,13,284,216,11,13,871,436,43,77,1283,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,15,6,5,127,10,1449,182,10,244,26,5,4768,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,25,6,5,49,413,1100,10,13,101,829,19,221,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,17,29,6,2482,260,11,5,0,339,90,6,16,89,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,15,10,49,187,28,818,192,1006,6,0,205,62,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,75,40,6,45,6529,9,7,6,5,450,9,113,255,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,10,13,70,284,67,4,147,11,13,339,33,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,10,13,459,19,466,67,22,18,902,10,110,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,15,6,5,0,59,11,14,33,20,13,641,116,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,15,30,6,13,345,55,49,580,9,183,4,285,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,15,6,5,50,39,158,97,23,7524,6,5,802,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,9,7,15,52,8,3717,357,9,10,0,441,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,17,509,489,2885,18,1022,8,14,54,850,43,0,155,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,10,152,187,6,5,81,39,37,19,87,1307,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,1053,29,56,11,14,135,8,34,4,1334,19,3420,37,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,167,35,21,53,1887,428,9,0,30,613,19,87,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,115,64,83,19,87,9,56,11,23,121,58,17,293,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,3950,8,1109,48,593,39,211,10,148,441,6,14,89,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,35,21,241,6,49,9,70,656,30,11,1189,9,251,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,15,10,31,320,124,5285,19,87,11,32,1427,150,418,361,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,841,157,21,5,194,55,4,1396,10,23,1978,27,323,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,15,182,10,1700,34,0,10,31,19,87,20,5,364,199,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,69,31,181,27,165,17,0,120,11,5,134,0,56,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,6,5,49,39,5032,22,20,8,18,0,27,110,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,48,10,2960,6119,11,23,142,296,343,21,2907,9,1123,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,10,354,264,9,218,28,11,4,115,957,9,1020,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,16,7256,21,17,40,11,5,309,8,14,18,340,367,0,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,176,24,6,5,202,1750,61,833,11,5,486,281,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,35,21,279,30,19,87,63,18,111,8,312,106,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,82,20,5,274,116,8,11,23,0,0,28,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,237,4,2384,9,36,138,102,786,11,23,648,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,672,6,172,195,15,60,11,23,494,7,242,374,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,16,15,19,1174,209,0,22,8,63,16,506,27,3705,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,15,36,18,77,0,84,664,1236,3099,3217,0,664,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,104,40,1379,11,5,769,272,10,3594,11,4,0,2421,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,31,68,63,18,91,27,323,8,34,4,243,433,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,170,31,1776,6,18,309,8,63,18,292,27,2134,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,35,383,79,251,54,587,212,8,527,822,0,107,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,17,29,8,13,6,231,9,13,6,233,8,898,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,65,24,6,5,70,601,36,7,829,54,90,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,411,428,10,49,187,9,137,36,18,1879,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,220,72,52,11,1275,125,2178,21,293,26,5,103,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,781,6,5,70,119,9,159,61,57,16,151,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,15,30,6,5,2606,10,13,827,9,17,2894,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,35,64,37,6,5,1456,408,34,4,492,433,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,25,6,13,1112,730,68,1865,6,18,779,449,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,113,12,9,138,17,50,804,3463,16,1726,132,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,30,19,6103,9,266,22,11,7,0,26,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,48,30,20,5,4991,9,36,7,0,0,206,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,14,12,19,1830,0,266,4,110,84,17,40,27,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,15,10,114,227,171,152,31,18,493,192,323,27,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,173,66,538,16,33,10,5,620,6,14,80,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,1543,12,59,11,5,494,9,338,10,76,276,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,229,10,0,6,233,584,3609,28,11,14,135,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,48,61,11,5,86,57,7,823,10,5,385,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,17,240,0,16,1582,43,2239,20,13,1016,2069,0,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,65,48,10,5046,206,107,21,13,418,15,1538,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,271,12,10,105,9,209,280,19,52,11,5,439,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,113,31,82,11,379,117,10,5,311,19,290,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,12,10,5,896,28,11,14,33,26,148,828,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,104,40,136,748,11,5,4971,46,13,1016,2069,33,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,9,7,15,51,6,13,151,11,14,33,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,1452,22,9,67,0,34,19,85,1587,5268,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,15,37,6,14,2048,7,0,1663,97,529,3561,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,75,40,56,400,34,7,676,0,422,30,9,2462,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,2378,12,10,1167,30,9,37,11,13,4261,128,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,2043,10,1477,6,576,9,172,82,11,14,856,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,1543,12,3667,8,165,118,131,1451,31,260,949,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,227,18,1440,6,18,3845,34,17,120,452,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,38,47,7,35,21,279,8,16,11,5,0,1714,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,15,30,10,5,633,265,1075,8,343,21,1075,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,25,814,10,32,1133,6,14,89,6,5,239,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,6,13,380,30,11,5,267,9,36,0,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,307,6,172,61,11,5,1292,18,738,566,153,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,226,3495,799,164,10,13,81,848,108,7767,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,631,6,39,9,658,472,9,67,4,2365,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,1260,3461,28,19,673,10,23,239,19,85,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,16,15,19,49,127,296,10,23,12,19,254,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,17,120,2257,1757,18,2091,31,8,732,994,0,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,35,327,22,11,13,33,63,5,3566,0,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,12,6,5,50,39,9,0,37,10,13,0,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,25,11,5,185,68,46,3692,6,16,89,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,42,1142,510,6,13,112,8,16,15,145,3063,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,16,233,195,15,800,7,114,26,17,93,44,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,25,19,669,145,41,100,40,11,5,382,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,17,40,52,11,256,2920,9,2473,6,5,347,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,226,65,48,10,13,0,237,18,81,2054,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,6,1301,1705,96,157,8,4,194,0,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,0,899,22,55,34,19,85,16,464,3056,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,17,40,10,523,51,11,5,134,9,0,0,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,15,6,5,517,2552,39,338,10,23,276,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,163,37,10,76,311,9,269,7,2194,827,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,6,13,88,67,447,21,5,77,103,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,24,10,379,0,8,0,9,6880,28,19,87,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,176,24,6,5,49,127,60,18,70,888,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,6,5,409,39,180,4,635,115,1956,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,42,314,64,52,11,13,863,10,0,19,85,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,17,44,263,58,13,539,0,20,5,223,0,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,176,24,28,46,13,101,827,11,13,0,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,1004,11,13,33,346,11,4,48,6,5,1961,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,65,24,302,148,879,41,7,246,10,293,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,737,6,231,9,1708,20,14,3014,43,0,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,17,29,184,22,11,23,494,34,4,210,1256,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,25,6,5,45,262,9,101,218,37,214,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,25,3884,341,4,208,13,15,11,7,188,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,75,64,83,19,87,9,399,22,11,2692,26,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,6,5,50,413,9,13,482,0,18,682,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,176,24,180,196,1700,8,165,535,7,0,858,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,695,22,321,310,9,282,74,55,13,374,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,48,59,11,23,494,9,60,4,115,966,866,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,25,6,50,218,68,6,18,309,235,18,294,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,15,181,27,8,34,4,12,10,2440,441,182,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,15,30,46,295,374,9,181,808,19,154,27,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,15,6,49,197,9,10,5,45,200,61,86,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,28,11,5,1303,3102,9,145,11,4,347,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,1878,6,5,238,645,10,13,93,66,20,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,42,44,6,1843,803,9,10,2343,186,1720,10,0,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,6,5,256,413,475,11,14,33,7,459,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,17,543,6,174,3072,51,10,979,26,5,50,548,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,4351,31,82,97,5,50,31,10,5,101,311,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,25,286,22,20,4,210,10,331,11,14,1989,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,25,273,15,36,4,387,391,20,5,364,199,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,15,10,152,187,30,11,13,161,26,5,802,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,6,13,45,88,36,18,79,20,14,725,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,35,4243,383,64,30,6,0,1888,11,45,580,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,12,6,159,37,20,5,90,10,5,49,91,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
