지역코드,성별,신용대출,담보대출
4100000500,1,606391,2969146
4100000500,2,419603,4182362
4100000501,1,558197,8104555
4100000501,2,401747,3545201
4100000502,1,268421,8494491
4100000502,2,476461,2067960
4100000503,1,942162,3392494
4100000503,2,199889,5854757
4100000504,1,648919,6345979
4100000504,2,319550,1387470
4100000505,1,141587,8265239
4100000505,2,508910,8007002
4100000506,1,331363,2298977
4100000506,2,655322,2244326
4100000507,1,266180,4482920
4100000507,2,891370,1364288
4100000508,1,460818,5458867
4100000508,2,513000,5833261
4100000509,1,638446,6469782
4100000509,2,246319,8738787
4100000510,1,286162,1365963
4100000510,2,108118,3335733
4100000511,1,817012,2940540
4100000511,2,655964,4388499
4100000512,1,881481,2422546
4100000512,2,990219,7830961
4100000513,1,729959,3221200
4100000513,2,119479,9086006
4100000514,1,486907,1655291
4100000514,2,354647,8593630
4100000515,1,875749,9027608
4100000515,2,249151,8834581
4100000516,1,205730,1810656
4100000516,2,999582,4173799
4100000517,1,169106,2530909
4100000517,2,260423,5681962
4100000518,1,124173,6973526
4100000518,2,956337,4737664
4100000519,1,721645,3526308
4100000519,2,390839,8829468
4100000520,1,192326,6387158
4100000520,2,565522,4370079
4100000521,1,888912,6573364
4100000521,2,811971,3807772
4100000522,1,694549,3727175
4100000522,2,793965,3605941
4100000523,1,105056,5471887
4100000523,2,663779,6977052
4100000524,1,935119,6531838
4100000524,2,940145,1980276
4100000525,1,246321,895532
4100000525,2,766266,2701489
4100000526,1,529694,1052376
4100000526,2,611583,9965839
4100000527,1,199748,9026934
4100000527,2,954187,4495977
4100000528,1,398248,6092888
4100000528,2,308670,5763195
4100000529,1,405774,1427208
4100000529,2,315170,2922789
4100000530,1,291916,3813417
4100000530,2,290418,3540416
4100000531,1,573579,8908139
4100000531,2,560368,7942687
4100000532,1,206676,7265465
4100000532,2,280207,4760751
4100000533,1,820279,5135637
4100000533,2,800876,692887
4100000534,1,283779,8472837
4100000534,2,319563,4024496
4100000535,1,942065,5839033
4100000535,2,622744,7680568
4100000536,1,852322,5527261
4100000536,2,158519,6643629
4100000537,1,899154,2964715
4100000537,2,444633,7677743
4100000538,1,117174,644015
4100000538,2,207012,7268239
4100000539,1,197364,4849113
4100000539,2,207436,5191887
4100000540,1,960094,7398442
4100000540,2,589626,3823550
4100000541,1,440049,4016522
4100000541,2,796236,5079807
4100000542,1,805664,7754530
4100000542,2,148266,3471990
4100000543,1,247346,3729396
4100000543,2,851993,3663731
4100000544,1,442972,1580559
4100000544,2,914554,4385293
4100000545,1,754256,6303755
4100000545,2,506551,3859601
4100000546,1,865375,8393436
4100000546,2,778731,5247723
4100000547,1,565520,7906206
4100000547,2,708823,7942638
4100000548,1,510952,8763750
4100000548,2,694667,7724387
4100000549,1,330963,1985135
4100000549,2,395718,2735186
4100000550,1,813215,8339831
4100000550,2,371860,6963059
4100000551,1,371782,7817464
4100000551,2,465317,2020553
4100000552,1,835145,828002
4100000552,2,882285,4012007
4100000553,1,666022,4871189
4100000553,2,164070,2565259
4100000554,1,186422,9649740
4100000554,2,545988,1802632
4100000555,1,925541,3839373
4100000555,2,656426,9658353
4100000556,1,294054,5423103
4100000556,2,871119,9359931
4100000557,1,525691,6476006
4100000557,2,963836,6439345
4100000558,1,871768,3033802
4100000558,2,522285,9913148
4100000559,1,882531,9387003
4100000559,2,822273,1756637
4100000560,1,449932,1293143
4100000560,2,536733,4522725
4100000561,1,278077,2745523
4100000561,2,709350,6778196
4100000562,1,424840,935105
4100000562,2,604748,1674241
4100000563,1,328385,2346123
4100000563,2,902233,4984386
4100000564,1,315091,6873518
4100000564,2,189296,2843569
4100000565,1,489560,8764986
4100000565,2,601994,2730843
4100000566,1,409379,999764
4100000566,2,384203,6606325
4100000567,1,765743,1621267
4100000567,2,660815,2175619
4100000568,1,571141,1806786
4100000568,2,881083,4343387
4100000569,1,408294,9386256
4100000569,2,722411,3672294
4100000570,1,496228,9753786
4100000570,2,766487,7771819
4100000571,1,508031,3645450
4100000571,2,292235,6130581
4100000572,1,224699,4213671
4100000572,2,813697,8592871
4100000573,1,180394,894252
4100000573,2,878541,9274775
4100000574,1,626564,6518029
4100000574,2,638951,5832796
4100000575,1,500606,8206649
4100000575,2,126642,9907569
4100000576,1,802807,4215859
4100000576,2,514279,9381797
4100000577,1,526207,1625557
4100000577,2,131202,4928349
4100000578,1,353458,8125168
4100000578,2,673360,5346916
4100000579,1,451550,7966686
4100000579,2,939566,8335660
4100000580,1,625983,2480474
4100000580,2,715628,9154530
4100000581,1,766071,2423368
4100000581,2,396515,7282121
4100000582,1,544121,2085289
4100000582,2,293482,4477710
4100000583,1,372104,2207156
4100000583,2,730300,9709400
4100000584,1,910403,9917263
4100000584,2,173951,8931994
4100000585,1,225449,4718531
4100000585,2,245718,5736229
4100000586,1,536039,9336673
4100000586,2,372464,6382737
4100000587,1,471157,6272545
4100000587,2,575482,2813728
4100000588,1,333325,8569389
4100000588,2,612280,785350
4100000589,1,547526,3474849
4100000589,2,146339,9716859
4100000590,1,861127,3153172
4100000590,2,389489,5067878
4100000591,1,561386,3881826
4100000591,2,382106,8309792
4100000326,1,456844,9025841
4100000426,2,435684,7131029
4100000379,1,184105,5474852
4100000098,1,436946,8666271
4100000236,2,635156,8631563
4100000424,1,972048,1665416
4100000080,2,619624,1792227
4100000032,1,183130,8672429
4100000235,1,557515,7711350
4100000459,1,119846,6450658
4100000505,2,644794,6323781
4100000078,1,430477,8198099
4100000288,1,114501,8539583
4100000365,1,186140,9531334
4100000046,1,536456,1126616
4100000033,2,289921,7620403
4100000199,2,649971,7931865
4100000213,2,892757,539607
4100000193,1,403032,2037489
4100000589,2,481950,6293044
4100000478,2,395340,5121372
4100000273,1,535219,4173890
4100000040,2,592829,2654445
4100000532,1,502112,7365232
4100000446,1,908384,1897236
4100000372,1,161125,7700515
4100000472,1,212967,9024695
4100000380,2,465307,3489295
4100000198,1,689196,1687395
4100000312,1,232943,2624257
4100000064,1,866186,1520254
4100000407,2,943110,6676211
4100000315,2,157279,6484717
4100000306,2,271278,2866714
4100000504,2,373846,6124385
4100000357,1,895710,5975185
4100000156,1,443547,8999065
4100000222,2,405250,4819741
4100000506,2,324007,6747102
4100000055,1,137460,4999450
4100000063,2,176015,4076705
4100000412,2,712293,9353643
4100000027,2,810924,8714596
4100000451,2,440971,7099060
4100000071,1,207597,2172191
4100000314,2,800385,1187143
4100000106,1,440143,3832566
4100000010,1,714361,1960899
4100000571,1,212560,2830999
4100000034,1,434608,3464104
4100000288,2,488361,4076856
4100000088,1,955506,7797714
4100000440,1,779759,9895981
4100000066,2,968878,3591607
4100000132,1,675279,4345037
4100000437,1,586738,9587580
4100000458,2,859342,8249174
4100000384,2,660766,8999856
4100000391,1,880287,9733540
4100000327,1,318923,4916261
4100000473,1,232573,2463707
4100000195,1,181734,2742730
4100000455,1,319354,1209149
4100000575,1,944530,1251413
4100000561,1,353581,6114138
4100000403,1,388300,8303948
4100000089,2,440464,6621363
4100000499,1,215633,5089591
4100000094,2,903235,1850959
4100000489,1,655279,2376808
4100000158,2,685142,9767692
4100000246,2,128523,5950796
4100000487,2,619241,4090513
4100000291,1,909620,2958881
4100000513,1,852308,2526231
4100000343,1,255280,2536352
4100000472,2,409769,3345452
4100000259,1,317994,8918556
4100000072,2,534541,8233049
4100000204,2,695051,1240765
4100000152,1,930529,7585537
4100000434,1,746346,7204820
4100000528,1,396394,7584982
4100000463,1,868943,1597922
4100000241,2,760762,1185732
4100000556,1,769945,8711240
4100000007,2,857834,7662775
4100000424,1,825392,7954239
4100000256,1,909750,2217479
4100000547,2,836408,2020477
4100000357,1,524367,9326629
4100000051,1,390425,6463342
4100000555,1,487717,2437222
4100000183,2,961247,2725056
4100000162,1,687579,787272
4100000551,2,893477,5183169
4100000521,1,387926,3118798
4100000245,2,175777,4741349
4100000207,2,813419,6505657
4100000347,2,395224,9440822
4100000543,1,845244,8705071
4100000226,1,629345,2158903
4100000091,2,802559,8706292
4100000074,1,969485,3416547
4100000431,2,106289,4698152
4100000337,2,253839,586959
4100000291,1,989777,7675662
4100000350,1,314153,9886445
4100000504,2,428930,8541707
4100000351,1,880062,6402967
4100000386,1,753276,3548721
4100000577,2,824263,7772778
4100000306,2,785440,3969484
4100000261,2,281317,9418949
4100000017,2,217601,2720814
4100000400,2,617251,3018631
4100000367,1,333275,9822122
4100000414,2,571148,3302687
4100000388,2,743097,6672016
4100000317,1,610471,6951253
4100000224,1,268399,4873255
4100000178,2,147417,4397225
4100000587,2,473994,5972087
4100000416,2,216961,9052542
4100000199,2,690985,2769918
4100000398,1,360604,2444726
4100000372,1,500991,4662030
4100000586,1,537718,9609836
4100000280,2,987665,3482943
4100000563,2,913170,8936551
4100000530,1,619208,9055867
4100000437,2,627786,2031621
4100000405,1,673887,5631563
4100000450,2,413031,9299486
4100000276,1,757271,4490612
4100000405,1,406217,7126871
4100000157,2,897310,1621243
4100000549,1,400802,4541827
4100000207,2,624992,5184805
4100000486,1,228229,5953031
4100000511,1,774380,3136164
4100000038,2,830867,573457
4100000187,1,482016,1135071
4100000164,1,476892,1998378
4100000350,2,894783,4929044
4100000142,2,188887,2202794
4100000409,1,503376,3947521
4100000261,1,166361,2761281
4100000415,2,479389,8548634
4100000392,2,352975,8896218
4100000111,1,931033,6320772
4100000213,2,683879,3381841
4100000426,2,832488,8294770
4100000149,1,712394,3238834
4100000316,1,145473,9995836
4100000489,1,311850,9551968
4100000267,1,519223,6229421
4100000061,1,501747,8364367
4100000015,2,380899,3563176
4100000090,1,910459,8978582
4100000429,1,638935,5295086
4100000468,2,419148,8044472
4100000175,1,828708,7697729
4100000061,1,663981,2263399
4100000392,2,197433,4909110
4100000387,2,236351,7736868
4100000274,2,738477,8604257
4100000323,2,323259,1634723
4100000049,2,939074,2029495
4100000346,2,914020,5829623
4100000521,1,935226,3216668
4100000019,2,672609,4348120
4100000021,2,567760,4579412
4100000203,2,444412,5993626
4100000239,2,371632,8427305
4100000249,1,152433,8174858
4100000251,2,507781,2200053
4100000272,2,644820,9586894
4100000206,2,332533,7782638
4100000328,2,924958,1262542
4100000401,2,730245,2149870
4100000044,1,541809,5112535
4100000028,2,194481,2388335
4100000104,1,222605,5978788
4100000098,1,712037,2791995
4100000284,2,771877,5074861
4100000233,1,768331,2760940
4100000515,2,205914,5540641
4100000347,1,144654,3934131
4100000160,1,462840,5375160
4100000062,1,831035,4527375
4100000425,1,986511,6260818
4100000450,2,607370,7625376
4100000222,1,178445,1839045
4100000179,1,590333,6113608
4100000030,2,161995,3508673
4100000067,1,933104,6529125
4100000096,2,127582,7561494
4100000559,1,927985,7834405
4100000000,1,340868,5288157
4100000003,2,327351,6871520
4100000210,1,595507,4960303
4100000224,2,452774,5574720
4100000012,1,295599,8910907
4100000169,1,189886,3278887
4100000368,2,607042,5356573
4100000180,1,516880,3803985
4100000469,1,153832,4549450
4100000167,1,193226,7330794
4100000388,2,681785,1778061
4100000459,1,923919,4091065
4100000566,2,410173,7797637
4100000482,2,389800,9499168
4100000215,2,469236,2561464
4100000062,2,207457,4762810
4100000357,1,697852,7226904
4100000299,1,853804,1565145
4100000095,2,194766,9277769
4100000489,1,402187,4620842
4100000309,1,894981,1912190
4100000329,2,572122,3256578
4100000225,1,237160,1568717
4100000107,2,614138,5555392
4100000296,1,589799,6570946
4100000282,2,859063,3233136
4100000051,2,603315,6396859
4100000453,1,460338,8514426
4100000300,2,142657,6504215
4100000332,1,464940,3427886
4100000047,2,344506,6972195
4100000100,1,482629,957024
4100000030,2,229823,3200875
4100000212,2,440628,4340455
4100000261,1,126126,1596080
4100000095,1,285408,2017149
4100000312,2,751451,6158883
4100000503,2,954263,2691302
4100000400,2,703114,8932929
4100000170,2,561644,3174594
4100000466,1,995004,2079853
4100000474,2,117114,7632097
4100000513,2,476105,2913020
4100000210,1,155004,8079171
4100000475,2,695464,2330454
4100000089,2,684616,1975622
4100000470,1,588972,7683839
4100000490,1,748541,4018063
4100000089,1,279597,4510602
4100000003,2,796400,5571422
4100000120,2,458810,8070619
4100000020,2,324632,4211940
4100000445,2,819576,800083
4100000113,1,333214,8131694
4100000019,2,949675,9123509
4100000176,2,742309,7124789
4100000278,1,526373,7809143
4100000480,1,479921,6436112
4100000534,2,730909,8240086
4100000474,2,635840,1603702
4100000561,1,206556,4917521
4100000458,2,675237,6500165
4100000477,1,698595,7665307
4100000302,2,984504,669069
4100000146,1,739402,6439348
4100000379,1,577133,3026264
4100000337,1,933114,6164620
4100000420,1,623930,9316171
4100000145,2,178816,1243132
4100000536,1,767062,6023336
4100000369,1,313909,723781
4100000364,2,201207,6542397
4100000406,1,915920,4523235
4100000011,2,977950,3659352
4100000343,1,217069,5110607
4100000526,2,915403,6934731
4100000573,2,251265,6531098
4100000031,1,984226,9405190
4100000552,1,690695,9568882
4100000531,2,900098,2070996
4100000317,2,550978,2359498
4100000528,1,910309,3007255
4100000433,1,794788,3229423
4100000559,2,785170,7664217
4100000150,2,607799,714468
4100000456,2,866825,3927218
4100000268,2,156245,7194006
4100000129,2,971831,7459016
4100000552,2,897964,3059966
4100000537,2,858395,8400187
4100000333,1,672083,4772303
4100000167,2,906247,5702393
4100000284,2,988629,7940125
4100000228,1,635622,7214315
4100000115,1,947237,6532327
4100000325,2,753944,8997087
4100000035,1,460587,3197275
4100000561,1,480339,9872520
4100000091,1,838915,5103378
4100000147,2,475151,2885264
4100000264,2,849686,3420956
4100000492,1,533203,8857225
4100000257,2,795049,3813568
4100000382,2,473969,1893237
4100000359,2,674518,6696739
4100000500,1,923917,863764
4100000175,1,777476,5983284
4100000240,1,613107,3247619
4100000022,1,390466,5124211
4100000094,2,212177,5584387
4100000083,2,106066,6150292
4100000348,2,454518,9411469
4100000041,2,637226,5273238
4100000477,1,213050,6395033
4100000244,2,741798,9537491
4100000421,2,380912,5452850
4100000426,2,833117,2015397
4100000281,1,936249,8848572
4100000141,1,685064,2141860
4100000211,2,746824,9391746
4100000263,2,785622,8215520
4100000112,1,928885,5243739
4100000297,2,923513,4540580
4100000011,2,139814,5385834
4100000022,1,762128,4830513
4100000313,2,449376,8113293
4100000445,2,883964,818371
4100000135,2,340369,6039173
4100000367,1,163241,4551740
4100000557,2,373937,5973062
4100000295,1,919735,9415117
4100000520,1,298787,1589961
4100000471,2,411519,5153760
4100000318,1,673529,8593810
4100000156,1,513232,5765791
4100000429,2,299234,2029319
4100000086,2,915920,2533896
4100000038,1,894943,8174858
4100000130,1,628901,5653238
4100000173,1,988716,9573873
4100000367,1,439474,7828121
4100000005,1,395169,7226001
4100000235,1,834255,6254905
4100000067,2,126837,7250724
4100000118,1,948421,2218738
4100000154,2,976558,6862447
4100000154,2,744537,9842688
4100000270,2,836375,7857868
4100000578,2,179452,3373278
4100000003,1,629642,3056646
4100000317,2,402586,7024744
4100000319,1,337063,8855026
4100000069,1,601081,8964666
4100000338,1,385068,7461122
4100000500,2,714816,8456539
4100000119,2,684839,3104203
4100000176,1,356754,3897905
4100000560,2,878905,2234994
4100000424,2,888352,6675541
4100000196,1,988950,2284333
4100000499,1,528570,8121864
4100000006,2,407071,6847742
4100000370,1,751547,4953369
4100000590,1,172406,5833600
4100000325,1,851906,1511244
4100000405,1,881676,7574302
4100000448,1,946246,8817114
4100000332,1,484551,506073
4100000090,1,734076,6185352
4100000452,2,929391,5044903
4100000517,1,466687,9253931
4100000281,1,253308,5927962
4100000148,1,559466,7086545
4100000361,2,531473,9482180
4100000401,2,340840,4206098
4100000095,2,304986,1892797
4100000535,1,210594,9356729
4100000016,2,518726,7933959
4100000249,2,148880,3629732
4100000158,2,891191,5282285
4100000205,2,761292,4947393
4100000487,1,988882,1287725
4100000187,2,318242,8371712
4100000245,1,953502,1157490
4100000350,2,934638,8308937
4100000296,2,512356,6156375
4100000418,1,629653,6122379
4100000025,2,346471,9777005
4100000070,1,524549,6440537
4100000015,2,196514,4936890
4100000346,2,771634,9929491
4100000044,1,910387,8102154
4100000490,2,168804,8216566
4100000294,2,395230,4799653
4100000136,1,392186,1428362
4100000155,1,716158,8559868
4100000252,1,747715,2043604
4100000300,1,731498,8059625
4100000368,2,838563,6843834
4100000565,1,971826,9067620
4100000121,1,669110,7693011
4100000180,1,494752,666470
4100000330,2,475776,5521180
4100000342,2,838079,5900184
4100000001,1,362934,5768893
4100000562,2,600140,8289126
4100000019,1,711269,5602877
4100000452,1,389106,2482823
4100000181,1,496095,4899404
4100000415,2,749850,5960849
4100000201,1,265769,3739567
4100000563,1,559550,6567214
4100000382,1,656203,4919505
4100000263,1,586209,1664858
4100000525,1,345764,1978955
4100000380,2,339997,6166881
4100000178,1,706765,8984953
4100000072,2,473692,4189729
4100000521,1,232802,5211198
4100000539,1,831161,6688717
4100000518,2,679433,1292953
4100000101,2,494771,3834308
4100000308,2,778172,6559221
4100000430,2,704373,5293795
4100000343,1,705773,6596399
4100000351,1,958418,3710104
4100000166,2,640525,6561846
4100000399,1,645521,7550025
4100000091,1,609223,8358969
4100000453,2,637611,7041285
4100000433,1,170291,1323462
4100000144,1,184478,963661
4100000139,1,586250,4906728
4100000266,1,880189,2226440
4100000343,2,113824,8811226
4100000160,2,265933,5915576
4100000338,1,186489,6165994
4100000140,1,788849,7237325
4100000411,2,213105,1449793
4100000255,1,902503,8280142
4100000464,1,244978,2178508
4100000225,1,461846,6477390
4100000536,1,411778,6455015
4100000017,1,861442,1270033
4100000447,1,366094,3617248
4100000025,2,396176,1615563
4100000535,1,175568,2629194
4100000511,2,664073,7880298
4100000008,2,665063,546472
4100000140,1,352743,6306528
4100000414,2,245557,5345520
4100000228,2,992561,7948673
4100000121,1,365500,1973322
4100000552,1,857146,1561092
4100000399,1,298925,7278285
4100000168,2,542095,4665600
4100000582,1,263735,5746005
4100000559,1,959842,4465373
4100000350,1,907434,5834247
4100000247,2,446400,8458633
4100000293,2,243199,2702774
4100000176,2,756518,7394742
4100000567,1,704572,9775585
4100000411,2,705162,4015768
4100000226,1,754158,9714234
4100000065,1,880818,6765048
4100000214,2,411434,4520642
4100000408,2,741283,5609791
4100000243,1,824861,1611025
4100000225,1,181836,8959633
4100000292,2,806783,3110347
4100000419,1,335905,6926765
4100000232,1,880885,6904338
4100000228,1,627449,9285758
4100000566,2,113992,3154567
4100000172,2,581769,9327436
4100000180,1,628109,5192991
4100000519,2,513831,4932568
4100000275,1,358190,645521
4100000290,1,339816,1416277
4100000423,2,675564,1398539
4100000445,2,712105,3295242
4100000058,2,905700,5675678
4100000530,2,601104,8561848
4100000016,1,477238,2459948
4100000308,2,461640,4777907
4100000469,1,815863,1080349
4100000172,1,473396,5596274
4100000053,2,372583,3895055
4100000287,1,929410,9090338
4100000380,2,404364,6908077
4100000377,1,835484,2814371
4100000474,1,320550,3974441
4100000060,2,384958,4800531
4100000518,2,190486,9486128
4100000155,2,522584,3903859
4100000401,1,741192,1859052
4100000538,2,516306,7065677
4100000186,1,360067,6027651
4100000307,1,743720,3485041
4100000049,2,165810,9074769
4100000507,2,824047,9838996
4100000227,1,788047,3628249
4100000184,2,212195,3686390
4100000084,2,685393,9042932
4100000502,2,952121,6320267
4100000119,1,279390,2167215
4100000131,2,652925,7229265
4100000212,1,512031,4120787
4100000555,2,467063,2637500
4100000355,2,911565,7579958
4100000046,2,208334,7684478
4100000232,2,566013,9680351
4100000464,1,918633,4132704
4100000067,2,886072,5265118
4100000277,1,739686,9890751
4100000230,2,739122,1694113
4100000089,2,184084,2610510
4100000131,1,378071,9560121
4100000319,2,900962,5707408
4100000513,1,604227,7676519
4100000271,1,155077,1689401
4100000188,2,235786,4920518
4100000136,1,922987,4547596
4100000356,1,491738,8461785
4100000307,1,935514,5039776
4100000425,1,438636,2314893
4100000058,1,574607,3620704
4100000546,1,628157,3213965
4100000495,1,667845,9499981
4100000366,2,247329,7803598
4100000203,1,612814,5611114
4100000004,1,594053,8381921
4100000300,2,914889,2474322
4100000274,2,876644,8429513
4100000267,2,512634,2251686
4100000070,1,986084,8410535
4100000449,1,345977,8910179
4100000515,2,141315,2405284
4100000250,1,994166,7412371
4100000561,1,169992,6625855
4100000564,2,196902,5810089
4100000517,2,195076,2027178
4100000212,2,949305,4072100
4100000379,2,590645,5165485
4100000328,2,237791,9609120
4100000502,2,523744,4938546
4100000527,2,809360,2554316
4100000474,2,557698,6390268
4100000093,1,907697,7699775
4100000077,2,716858,5768892
4100000347,2,491862,779204
4100000380,1,416808,6708725
4100000345,1,656144,3544843
4100000020,2,741566,3819583
4100000002,1,572130,4749127
4100000102,2,418456,1352759
4100000194,2,787073,4813934
4100000009,2,540143,4953871
4100000190,1,197289,4432003
4100000519,2,304644,9072021
4100000228,1,278686,4486843
4100000161,1,249627,1691506
4100000148,2,623416,6996153
4100000178,1,232507,749840
4100000571,2,307365,8656987
4100000260,1,691466,8770075
4100000108,1,297628,6699214
4100000307,1,873927,7458372
4100000542,1,418737,6835640
4100000418,2,690996,1063357
4100000085,2,939272,8051846
4100000400,2,266723,4612902
4100000476,2,611403,3067324
4100000519,1,155973,2138010
4100000050,2,816598,4852643
4100000050,1,646501,2505158
4100000015,2,183997,1973030
4100000047,2,338894,3809360
4100000112,1,782669,6262677
4100000049,1,984437,792590
4100000166,2,997510,5696203
4100000506,2,535964,9253813
4100000534,2,155504,1417283
4100000412,2,371030,2953549
4100000259,1,653501,8471900
4100000502,1,975292,8433696
4100000209,2,340458,2719636
4100000470,1,458182,2357051
4100000434,1,962427,8897446
4100000566,2,275634,4958099
4100000044,1,806248,9121168
4100000231,2,673158,1795607
4100000416,2,375912,2319196
4100000363,1,723808,9081089
4100000557,2,960889,9089191
4100000129,2,272425,5227922
4100000380,2,719701,8086829
4100000372,1,149235,4653363
4100000282,1,274475,4755779
4100000507,2,158094,7366013
4100000326,2,371270,5418699
4100000154,2,992219,9076162
4100000429,2,422704,2831817
4100000128,1,351927,613343
4100000430,2,383825,8095918
4100000586,1,715980,3008220
4100000195,2,941728,2240432
4100000468,2,654797,4129313
4100000099,2,458089,2002140
4100000450,2,197022,6171377
4100000402,1,510503,5926964
4100000130,1,318935,9195343
4100000269,2,513751,9258247
4100000024,1,870795,9175550
4100000372,1,334608,4503891
4100000566,2,477390,6232908
4100000187,2,943732,1633713
4100000416,2,457416,8500051
4100000359,2,972812,9164775
4100000003,2,150776,9493015
4100000155,2,593572,6667296
4100000385,1,416645,1638860
4100000492,2,670082,2846606
4100000048,1,713442,8568209
4100000418,1,392903,2849263
4100000053,1,545393,3681421
4100000265,1,759263,927879
4100000544,1,741827,7665621
4100000472,1,505314,8438784
4100000564,2,140166,8868909
4100000268,1,549256,7124842
4100000575,2,708925,6427244
4100000129,2,325348,2418613
4100000590,2,100620,4776053
4100000239,2,422725,5785566
4100000084,1,458253,3979691
4100000069,1,544737,9410145
4100000109,2,456944,7866986
4100000055,1,411197,4541092
4100000087,2,869463,4670796
4100000545,1,427123,6211082
4100000325,2,112338,6475668
4100000369,1,850524,6998163
4100000311,2,660264,6103870
4100000383,1,717912,5004594
4100000026,2,524303,915540
4100000224,2,444035,6020344
4100000218,1,148288,1922595
4100000512,2,892471,7128666
4100000439,1,996579,4034217
4100000182,1,306824,2725649
4100000052,1,970322,8395848
4100000399,1,560127,8544879
4100000173,1,783033,8282950
4100000496,1,249113,2979962
4100000169,1,733081,2102030
4100000347,2,420804,2496310
4100000250,1,799048,9897549
4100000235,1,352529,8123681
4100000129,2,399521,9535277
4100000496,2,483177,1143484
4100000453,2,499197,4002215
4100000320,1,860698,4107840
4100000524,2,979387,2129367
4100000220,2,784261,8183456
4100000068,1,563539,6379493
4100000432,2,736466,4692975
4100000349,1,900872,3612446
4100000271,1,810448,3245349
4100000404,2,474117,9228077
4100000469,1,270184,3267855
4100000369,2,671585,7728706
4100000344,1,413824,3555030
4100000172,2,959808,9217016
4100000214,1,490285,834824
4100000112,1,186662,6875898
4100000345,2,516012,5240360
4100000240,1,262018,7887569
4100000433,1,605711,6705006
4100000551,1,429848,2438599
4100000087,1,177674,1353985
4100000158,1,688058,6945795
4100000066,2,306894,5461751
4100000318,1,220850,7425477
4100000016,2,616607,4749878
4100000342,1,899819,8986047
4100000350,1,341853,2640462
4100000414,2,835647,5580380
4100000273,1,429711,2738321
4100000122,1,428943,2951456
4100000570,1,123413,3614019
4100000321,1,580097,3499086
4100000477,1,901584,7566443
4100000186,2,158011,8008821
4100000198,1,538529,7315786
4100000001,2,509308,1746486
4100000480,2,535454,8989037
4100000583,2,225473,3229868
4100000007,2,316340,6265698
4100000489,2,101290,1960749
4100000124,1,593700,1213519
4100000447,1,142571,8669224
4100000353,2,841305,813908
4100000000,2,698220,7994269
4100000414,2,919673,1494881
4100000057,2,361402,5300889
4100000039,2,137866,1511875
4100000301,2,120538,4597071
4100000050,2,892690,6498022
4100000224,2,161911,3671999
4100000288,1,116353,3334439
4100000357,2,745510,5137792
4100000294,2,585477,2077493
4100000487,1,945751,4443005
4100000419,2,999220,6367786
4100000267,2,224083,6853948
4100000166,1,840787,2229194
4100000329,1,870263,578125
4100000071,2,492126,6680964
4100000006,1,342895,9629570
4100000077,1,500383,4645314
4100000078,2,525196,5493798
4100000120,2,749590,8147779
4100000381,1,237302,7273602
4100000232,1,829895,2646930
4100000280,2,288116,4682820
4100000427,1,108482,5155418
4100000051,2,953299,4210329
4100000020,2,256753,7909984
4100000413,2,618358,4732355
4100000343,2,179404,5156753
4100000163,1,236818,2435170
4100000188,2,871584,9987214
4100000229,2,127160,2966067
4100000517,2,287821,6366225
4100000255,1,192552,5086049
4100000278,1,634207,3007652
4100000425,2,908685,3254826
4100000398,2,752250,5817988
4100000248,1,880742,9176903
4100000076,2,729291,9347026
4100000141,1,829648,7469327
4100000446,2,854193,5924342
4100000018,2,825090,1389063
4100000317,2,681957,4120734
4100000563,2,299260,2107913
4100000231,1,182978,3000549
4100000152,2,328757,7515451
4100000546,1,905269,785606
4100000428,1,517024,7612597
4100000343,2,878416,6133584
4100000175,1,663476,7741648
4100000339,2,484824,6223320
4100000576,1,608720,7512018
4100000055,1,554549,7230927
4100000279,1,896899,5579792
4100000359,2,662760,8809631
4100000026,2,926049,7192364
4100000222,2,901958,5289204
4100000115,2,960209,6556253
4100000159,2,304228,786442
4100000054,1,843814,2484442
4100000269,1,214970,8480474
4100000278,1,126652,4599965
4100000063,1,174069,5498308
4100000348,2,190248,3621991
4100000314,2,355850,2631846
4100000568,1,775720,1805304
4100000135,1,888230,6044008
4100000385,1,484803,8180630
4100000435,1,527134,4748979
4100000500,1,578961,3468989
4100000477,1,413890,6260228
4100000065,2,483243,557567
4100000407,1,543648,2747417
4100000400,2,278243,6161723
4100000014,1,371806,7360181
4100000386,1,652399,9258789
4100000107,2,324544,7343429
4100000480,1,986712,4460069
4100000070,1,434934,8154592
4100000118,1,410851,6997446
4100000109,2,364094,7896808
4100000261,2,693910,1479259
4100000280,2,103865,2894308
4100000073,2,253627,3348883
4100000036,2,297759,9544483
4100000016,1,202205,2383407
4100000553,1,603094,4252253
4100000538,1,121827,8735560
4100000255,2,210503,3347349
4100000148,1,474944,902607
4100000261,1,744019,7078290
4100000279,1,217718,3950128
4100000298,1,952659,829652
4100000070,2,317458,6127753
4100000036,2,372421,7941435
4100000215,1,639240,3157816
4100000240,2,852972,3725404
4100000146,1,587457,8970884
4100000573,2,972293,6840681
4100000301,1,132887,853577
4100000167,2,818558,1477353
4100000072,2,438718,6753015
4100000512,2,943127,1138559
4100000357,2,297247,4959353
4100000076,1,971254,6179014
4100000375,1,572421,6207973
4100000415,1,750237,1602832
4100000140,1,163678,3582674
4100000078,1,858777,8450522
4100000082,1,411587,6600974
4100000245,1,647511,9884195
4100000520,2,972899,8354147
4100000478,2,216879,1422599
4100000376,2,107986,2854373
4100000322,2,160253,1496057
