농업면적,연도,지역,비료사용량,비료잔여량,작물종류,토양유형,농약검출여부,등급
70600.43339456181,2009,대구,207.95320529016294,7494.823732096294,보리,양토,0,A
96313.05118395101,2004,서울,250.40909359365986,179.66653115285405,밀,양토,2,C
39903.58243610574,2013,전남,385.8569696048562,1036.9916942574055,밀,양토,2,B
23202.369802670877,2022,강원,413.1617722945736,22225.1701273697,쌀,점토,0,A
20567.28152046999,2009,서울,240.27965115479248,3806.9247214855272,쌀,양토,0,A
5460.9243385297505,2008,대구,342.50381429518563,24015.108101600905,밀,양토,0,A
99581.94776666754,2011,서울,265.0447929842071,4317.075415003777,보리,점토,0,A
48401.71577255761,2013,경기,261.70773850360354,215.3149191231263,보리,양토,2,C
98246.24381177091,2011,광주,421.1114500957153,208.48515139503732,보리,양토,2,C
92179.73478039625,2004,전북,288.09251517372195,261.17097928153595,쌀,양토,2,C
68582.72063267305,2023,인천,181.35921884621868,1533.3159983340954,밀,양토,0,B
10738.88184572893,2003,전남,363.3416928792718,225.5200942375825,밀,모래,2,C
79750.6198698603,2003,전북,195.7579352630998,16228.942820288712,보리,점토,0,A
38225.76810755299,2009,인천,165.25060461135945,1666.498874559705,쌀,양토,0,B
36434.706017168,2018,전북,297.515445222663,635.9529516548552,밀,양토,2,B
16897.397590479748,2000,대구,341.4863282427992,6448.785452844003,보리,점토,0,A
10498.784020133355,2014,전북,541.9784321571497,264.773349902292,보리,양토,2,C
59098.21209331156,2019,광주,240.3215680967034,40657.5782877487,보리,양토,0,A
5885.136761936398,2010,전남,521.7511895458322,88.12570015490583,쌀,점토,2,C
52009.4064086862,2023,인천,27.935233310528872,791.1280083497414,쌀,양토,0,B
74548.7727072097,2013,울산,269.9123263240593,104.0660591231315,밀,점토,2,C
53763.295782075875,2012,제주,431.39441116206604,845.8578906468716,밀,점토,2,B
35407.02795449207,2003,경기,272.6509742977546,23.45057188381676,쌀,양토,2,C
70827.43722965354,2011,제주,168.67747431147592,6841.784324159029,쌀,양토,0,A
4749.194789280449,2015,세종,234.6949343863865,1607.9698022938494,보리,점토,0,B
50402.42919626196,2021,울산,339.75151076287943,194.0515935617716,밀,양토,2,C
49547.664779194565,2007,충남,450.2369189497151,455.82091329763955,밀,점토,2,B
45793.13100870252,2009,경기,447.9941313693996,15338.053090014058,밀,점토,0,A
93036.504370753,2005,제주,341.71735908693205,466.0919092829079,보리,점토,2,B
44861.47942647718,2003,광주,232.8241473686627,1510.5899974109448,보리,점토,0,B
8470.756155717447,2023,충북,161.3290871006849,100.38379573503519,쌀,점토,2,C
49647.90520521294,2021,세종,249.4685237822506,52.945468713272184,밀,모래,2,C
13335.5147123225,2002,경기,269.9923537955998,11.7976699083947,쌀,점토,2,C
53278.80079303023,2013,인천,287.5622100911658,1835.73460757504,쌀,양토,0,B
7891.864042405159,2017,충북,256.7000928147541,770.5572456491407,밀,점토,2,B
74019.75433020879,2009,대전,420.2228774571265,38.71458757701465,보리,양토,2,C
35054.7782823375,2009,전북,315.84938065620815,164.79286729647896,보리,모래,2,C
77961.15654438801,2008,세종,380.02958768494295,109.31576382102558,밀,모래,2,C
87191.39490207375,2009,충북,257.68417658492126,2558.7922249857465,밀,점토,0,A
38207.881990465474,2021,울산,319.8387925716088,539.6613817725266,보리,양토,2,B
90504.3397204377,2004,서울,226.45414431628998,50169.681778661354,쌀,양토,0,A
61491.31721105104,2021,인천,294.38998463655736,295.27794340488174,보리,양토,2,C
81117.07498685532,2004,대구,459.8818688040776,212.81542144521325,보리,점토,2,C
37148.194641867085,2014,전남,281.8489623829163,43238.47084995395,밀,점토,0,A
35602.44352459902,2014,제주,252.26082394493636,401.2481624939965,보리,모래,2,C
37968.907563834546,2001,전남,209.9111098907372,55.8567899654652,보리,모래,2,C
8660.018885469304,2005,전남,258.3147209162251,1540.1477934609936,보리,점토,0,B
33575.06569364308,2012,강원,190.4471437309362,3134.934834322333,밀,양토,0,A
57047.68312146749,2007,전북,269.85862136026697,2469.4435688555027,보리,모래,0,A
15654.506937472184,2010,대구,174.05792634589554,5446.171592678989,밀,점토,0,A
59139.318115836126,2018,전북,509.2402943908733,242.7158998771877,밀,점토,2,C
77427.32853659401,2004,경기,424.11940940554433,156189.27695900627,보리,양토,0,A
24843.73374698236,2021,세종,137.253661127327,944.4998083252754,밀,양토,0,B
98709.78185826624,2021,서울,134.0540815289837,99.94919821402729,밀,양토,2,C
72460.92303114444,2011,대구,357.518029132596,714600.4087420738,쌀,양토,0,A
85195.67741744859,2022,경기,252.53033636999322,391.84792039637045,보리,양토,2,C
36855.96529565043,2015,서울,366.0843751994518,764.0910605766755,쌀,양토,2,B
78924.88535704033,2021,서울,253.04875229011583,54.085236424288375,밀,모래,2,C
32273.237293632792,2010,세종,446.73410380242234,15416.368243080296,밀,모래,0,A
39476.011177528955,2021,충북,293.65064721049083,282.00283339897044,쌀,모래,2,C
8772.180752750655,2002,전북,423.01030947745204,343.9703723649414,보리,점토,2,C
95517.09084380913,2000,충북,168.5299886762383,17.858661265391294,쌀,양토,2,C
37546.569617681205,2015,전남,255.53522060623757,1552.8075669588834,보리,양토,0,B
35963.62830612924,2000,세종,268.1651701763146,8.623653203209473,쌀,점토,2,C
52855.384598147684,2013,대구,358.4499695937597,2335.6016293095486,보리,양토,0,B
16130.717624371344,2012,울산,223.62540789462156,119019.38320156519,보리,양토,0,A
56812.50560880072,2003,서울,361.3376153796043,5707.241383615406,밀,모래,0,A
56503.25125310808,2008,서울,423.78586387761675,210.3274487834878,쌀,양토,2,C
69181.65997237037,2008,대전,275.23115712633455,21.8627797370615,쌀,양토,2,C
85680.96156973312,2023,대전,267.3519434326249,5753.080217550556,밀,점토,0,A
30856.622386206327,2020,전북,253.49503760870624,92.38028252257931,보리,양토,2,C
15527.09992299457,2014,제주,450.61121839472673,9847.760457165507,밀,양토,0,A
1232.5440757645074,2005,충북,160.73566572623847,36214.6581461799,보리,점토,0,A
54209.137784396815,2001,강원,267.394071491347,329.1116252816137,쌀,모래,2,C
66145.63939965914,2011,전남,268.1192238822137,189.35118114858065,보리,양토,2,C
76859.27829535349,2018,부산,441.287311319741,9408.9765511615,보리,점토,0,A
67397.96163150507,2001,인천,180.65374597726412,5011.6146872682675,쌀,모래,0,A
2922.842628878501,2006,광주,135.926797629849,700.5697883784237,쌀,양토,0,B
52308.703723531784,2008,세종,143.65570599167356,33.85860267022308,보리,모래,2,C
85359.88946840155,2004,전남,280.3851478109279,78939.12149027461,보리,양토,0,A
67821.70746489028,2020,충남,303.6707206422429,15801.389925141902,쌀,양토,0,A
68227.11783358552,2008,전남,229.83893930390144,1141.7900853072574,쌀,모래,0,B
49445.131040653905,2000,세종,366.3109781294072,179.37280012853705,밀,양토,2,C
31325.01857087204,2000,제주,329.67084526175245,1555.620892011195,밀,모래,1,B
48711.94851901772,2020,대전,265.97718949323513,3901.9223026795125,쌀,모래,0,A
8159.318755939586,2015,세종,217.35902807659892,98939.61548537527,보리,점토,0,A
12926.152023774102,2007,전북,177.40234292134488,1575.6158255340008,밀,모래,0,B
56020.48359638016,2013,전남,402.8339754699938,254.48461573065552,보리,양토,2,C
52232.64734283216,2020,인천,74.4841210932324,1201.8823271951235,밀,양토,0,B
90893.48746943257,2019,울산,315.92931805520936,1046.3582629495857,밀,점토,2,B
25227.12154304442,2007,대구,415.6991238946871,37.23673161673114,보리,양토,2,C
54986.9164716516,2007,충남,206.3965229078902,2035.0801936458024,밀,모래,0,B
32172.194705317368,2016,강원,406.4565364113607,14714.571583283225,보리,점토,0,A
25503.384214706664,2009,광주,303.7938343630792,1313.0617640073885,쌀,점토,0,B
50718.21550709058,2003,전남,324.95266303112595,330.56834353841543,쌀,점토,2,C
10572.937304599762,2013,광주,338.31203026907235,567.4977649137032,쌀,점토,2,B
6282.727967405285,2001,서울,271.50236859184713,555.760362453669,보리,점토,2,B
21455.751413943715,2022,경기,348.6742313188282,1443.1700904864585,보리,양토,1,B
9915.166353858467,2018,전남,128.21104633906825,118.15701833975739,보리,모래,2,C
2592.0684181631996,2022,인천,257.1068840891386,5168.777875727921,쌀,양토,0,A
41869.11025362529,2011,전북,54.16903300680201,18954.952965941022,보리,양토,0,A
19442.9667112094,2001,전북,185.9416405985247,1207.2613166596097,보리,점토,0,B
59068.96418070881,2018,충북,223.04063772852174,3257.224620726148,밀,양토,0,A
15233.452179838661,2022,전북,248.709347608482,20297.030368020398,보리,양토,0,A
32600.112702043098,2015,경기,466.863087598931,45302.87326016946,보리,모래,0,A
51540.72797348316,2013,경기,293.61286975526144,138.3105668719601,보리,점토,2,C
68673.45656354351,2016,울산,398.30303110181677,7.757648127722751,보리,점토,2,C
80234.58060338075,2023,전북,325.1003908446895,28.484911925585042,밀,점토,2,C
52505.24904111474,2008,울산,238.37231010499437,273.8940352766066,보리,양토,2,C
57274.46989426669,2021,충남,498.1124495390596,1405.459338309743,밀,점토,2,B
78385.88812421175,2004,전북,311.68769552378893,187.53130914051255,보리,모래,2,C
86597.79160759118,2008,제주,147.03974058374695,86.39379244518507,보리,양토,2,C
24854.865926946353,2016,경기,343.05717797444265,4538.555494222752,밀,점토,0,A
40777.61139287736,2015,충북,405.42321421364403,19860.77938509853,밀,모래,0,A
99820.07538917649,2003,세종,110.90563836946882,133.31147980164192,밀,양토,2,C
15145.592162707046,2018,전남,85.87058728549928,9.542446746600566,밀,모래,2,C
37216.28740480224,2009,인천,294.3599885334487,76.35595231144735,보리,모래,2,C
76664.55719738448,2000,세종,356.93818380760047,29.950979483837187,보리,모래,2,C
23141.78746817901,2003,경기,218.86395328243373,2094.6674545725764,밀,점토,0,B
23073.727948992037,2021,충남,116.8300912432693,3131.1456936876784,쌀,점토,0,A
13037.986690990667,2002,충북,324.63294091768216,1644.0047355544714,보리,양토,1,B
96625.49139890404,2013,인천,237.1409195346925,23.616167740877344,쌀,모래,2,C
83036.63832552168,2014,경기,392.5790516418904,6985.004893093095,밀,모래,0,A
53466.94654587891,2020,충남,251.52500337799492,100089.49803269116,쌀,양토,0,A
44668.937714654276,2023,울산,270.58716231109827,928.756653627664,쌀,양토,1,B
50264.8020329441,2011,광주,319.8939896085831,331.9547131350539,밀,양토,2,C
49430.66745600063,2006,제주,120.84215890668779,4208.2758987129155,밀,양토,0,A
53921.310658521295,2022,전남,295.95801164177016,57.254989864356666,밀,점토,2,C
74186.15040451713,2018,경기,186.1800825139085,262.3646533829802,쌀,모래,2,C
89274.71632442741,2013,광주,260.86258545385937,24.055025824606403,밀,양토,2,C
40936.50556403675,2000,광주,271.84781762269404,2831.3800982425,밀,모래,0,A
30142.61788788556,2017,전남,316.57009517680854,91.85283082453145,보리,점토,2,C
31280.889426641817,2014,제주,402.1721086889238,8687.383426773908,밀,점토,0,A
16291.09120449355,2004,부산,256.8545842809546,121692.03502410007,쌀,양토,0,A
52698.903936133334,2019,대전,243.74067502072853,20.233642795056433,보리,점토,2,C
43552.02638078511,2007,서울,334.79432596414085,1213.9052915037173,밀,점토,2,B
96491.71972603627,2017,전남,307.68861879249425,6028.4791974783,밀,모래,0,A
14303.070783252018,2014,서울,223.96535751424068,7047.083287995377,밀,양토,0,A
67096.72317485412,2014,충남,216.658428114368,519.91770147483,보리,양토,2,B
94442.80175939496,2002,부산,263.1777184986928,2860.482434582008,보리,모래,0,A
92804.81904317596,2005,경기,328.2346603014033,53493.88008409479,보리,모래,0,A
60203.18622873633,2006,광주,188.62865005695247,118.24131019626905,보리,양토,2,C
77517.0695800869,2018,전북,267.46579560874585,6419.183056178388,밀,양토,0,A
50640.20761339706,2002,전남,236.1898167121608,4102.3265100193385,밀,양토,0,A
84424.96182466244,2021,대전,132.06995071142262,8297.46552294637,밀,양토,0,A
77800.54833501733,2009,전북,287.6109143694002,154.90671012911477,보리,양토,2,C
33882.07928850088,2014,광주,346.0909956407296,417.3571887821972,쌀,점토,2,B
82119.41799291846,2015,인천,169.44575545911619,5389.966935024584,쌀,양토,0,A
93352.24352575696,2000,충남,231.5321630710868,1859.9818629936053,보리,점토,0,B
68578.16787672038,2014,전북,255.35699689904055,2573.15911977775,밀,양토,0,A
91081.45096079976,2005,대전,208.1442186729143,19.987538262636217,쌀,점토,2,C
25268.90472578468,2004,대전,361.7752830268786,392.4246806293517,쌀,점토,2,C
79579.47781746699,2005,제주,408.27248050552953,3038.7079340537166,쌀,모래,0,A
71079.48233015684,2018,전북,395.89341329754967,763.5388260496896,밀,모래,2,B
43311.31634488221,2001,강원,252.75731885371337,8969.09286245961,밀,점토,0,A
41150.4818563791,2020,충남,268.3976417318721,485.64053202716127,보리,점토,2,B
60162.65299168457,2000,충북,303.3316013190586,110136.24644524982,보리,모래,0,A
20097.051086901804,2006,강원,462.9104517564083,1594.4937911043219,밀,모래,2,B
40563.057768365295,2012,제주,329.89362916786195,174.99456222346095,밀,점토,2,C
90501.43820112257,2010,울산,83.32207773229521,7601.053107728557,쌀,모래,0,A
83147.23554381616,2011,광주,334.4546642428397,621.4881142045675,밀,모래,2,B
12979.737135719844,2016,충북,337.67473186000336,1248.7878670499272,쌀,점토,1,B
72242.86149344039,2021,서울,435.31696958428995,8631.275006565176,밀,점토,0,A
22385.85510079777,2008,강원,281.2479961459034,1656.4262216289078,밀,양토,1,B
2528.8886510447614,2003,서울,183.29010225019567,29124.93063967088,보리,양토,0,A
85847.93009956283,2019,충북,274.3958250157532,388.7205647400955,쌀,점토,2,C
29888.917230340103,2001,울산,167.21270287884954,1427.4174014618077,밀,모래,0,B
6069.816004243358,2005,대전,220.12614540000055,40.64875774614932,밀,양토,2,C
24867.930102541155,2006,강원,313.1178622277331,6741.495953643027,쌀,모래,0,A
7074.448865673524,2014,서울,300.67294142396446,13617.669721935097,보리,양토,0,A
24469.385172178812,2015,전북,532.1556321575576,8073.634219014996,밀,양토,0,A
6146.0499761992105,2001,대구,266.977136635442,1934.5358056145076,밀,점토,0,B
17200.087610700335,2018,전남,384.010712168387,219.50858416970974,밀,양토,2,C
85899.80526540874,2005,서울,150.62492577242057,733.7346348296619,보리,양토,1,B
89816.42948565213,2022,서울,447.4258952090181,47270.78374522607,쌀,모래,0,A
70917.40163615806,2001,부산,406.7235659283822,11075.628767424205,쌀,모래,0,A
49813.55239337498,2011,충남,276.6390909864153,175.6350156849129,쌀,양토,2,C
11564.785408912949,2002,울산,467.28055882094054,147232.23890287222,쌀,점토,0,A
68481.40479775435,2011,전남,223.99517614831774,52.732673920252076,보리,양토,2,C
73456.19063818653,2014,광주,580.0832898873234,114123.32790047552,쌀,모래,0,A
5812.560519815759,2009,대전,325.2921725389772,222.6752261563063,쌀,양토,2,C
96170.71890848606,2012,강원,253.76604224343566,20.415281897309193,보리,점토,2,C
30329.383087368504,2011,충북,367.7916173674904,131.32901431325317,쌀,점토,2,C
9224.246437060641,2016,부산,347.37565019835876,1261.2843765833156,보리,양토,2,B
3907.7759362709403,2014,대전,325.3913960914293,89.85459406317526,보리,모래,2,C
59599.944527763204,2005,전남,265.8104772571911,186.16454624925257,밀,점토,2,C
63365.91499359105,2005,제주,143.85842450587123,1190.5765980487201,보리,점토,0,B
76938.63694636025,2010,서울,282.2550080076679,1024.7270485706176,밀,점토,2,B
82669.21138616164,2014,부산,219.76721974203502,171.91389846468954,밀,양토,2,C
38095.48483440455,2003,강원,318.82512587976527,278.15981367717967,쌀,모래,2,C
47219.24021387441,2009,광주,362.1279686976308,729.628011922743,보리,점토,2,B
97825.07021866608,2019,대전,439.1912824570136,6343.877384178373,쌀,점토,0,A
40895.464015838115,2003,대전,341.0430599264164,2586.9251778424596,쌀,양토,0,A
58915.087036031786,2005,제주,415.75892963888055,52.23332729558993,쌀,모래,2,C
9388.569223577342,2019,세종,405.7397963507061,2644.044223948583,밀,점토,1,A
96222.63565723208,2011,경기,200.22925021553283,712.6613184662702,보리,점토,2,B
63998.262072077785,2015,충남,257.97008563292195,2911.071629305151,밀,점토,0,A
41791.580892053316,2008,경기,374.1027123093118,95.29846877138932,쌀,양토,2,C
9456.704048786816,2008,제주,248.10940536078223,97.2850853417622,보리,양토,2,C
91163.4755927154,2012,인천,483.1848443308829,268.12303751500764,밀,양토,2,C
8622.561219558465,2013,대전,348.7558574862182,2099.3841369216098,쌀,점토,0,B
35028.97277521515,2013,대구,379.3451128213842,2060.4207128619782,밀,양토,1,B
88215.3886603301,2001,충남,133.13848592459107,5439.170352209348,보리,모래,0,A
62926.95406226387,2002,대구,352.5078030464986,1658.0843720255557,보리,점토,1,B
18502.01022123083,2012,인천,176.32615036421885,410.6286579889039,보리,모래,2,B
97428.19566052323,2007,세종,367.23615158963264,1196.2126479015535,보리,양토,2,B
58872.87964400521,2006,강원,166.34077945823822,201.1735675439049,쌀,양토,2,C
565.0182000346301,2013,광주,226.52341629983425,69.72806069931565,보리,모래,2,C
281.76752857487,2015,전북,255.26954290432235,6799.5974467385395,밀,점토,0,A
16905.503132798767,2017,대구,473.7567308835049,910.5518398652613,보리,점토,2,B
86233.54325550565,2013,대구,495.7390356975954,393.42679562104837,쌀,양토,2,C
45199.69009279721,2006,경기,325.46613321785924,3742.3058256738263,밀,양토,0,A
38634.18098230461,2016,광주,306.83541348350934,3156.341806985659,보리,양토,0,A
26948.063768965872,2011,인천,396.88370199865534,27241.494470331054,쌀,모래,0,A
6651.651357473256,2021,부산,227.73343220726903,3492.3825290995296,쌀,양토,0,A
40782.26145133466,2023,충남,258.84868071372125,3180.609045277728,밀,양토,0,A
54344.32510710799,2017,제주,279.57804814257406,2167.5859559049486,보리,점토,0,B
35625.712511210564,2017,울산,325.99802445807757,1210.0297469643447,쌀,점토,1,B
61952.36829875612,2012,인천,275.7237008031,122.40474496415267,보리,양토,2,C
56847.651653283836,2017,강원,403.17515741659264,99737.61839541639,쌀,양토,0,A
48895.402426354565,2016,서울,206.72315111390495,397.9863692961983,쌀,점토,2,C
60981.98624894206,2014,인천,306.61188419456664,11895.932328138333,밀,점토,0,A
85203.20452029411,2001,제주,295.17846307102684,2786.400352752349,밀,양토,0,A
29683.060062504315,2022,강원,315.3615987181111,2177.85786688828,보리,양토,0,B
96400.36344064357,2015,부산,113.3598066765139,1128.0561874055588,쌀,점토,0,B
68264.42524834964,2001,울산,163.82433275320616,1850.1365516128405,보리,점토,0,B
20388.40833461579,2013,인천,152.27849117146886,1434.179797525131,쌀,양토,0,B
61803.9325586674,2021,전남,473.4548676365805,22.638812615043072,보리,모래,2,C
94686.03637735777,2002,서울,353.9606312402402,2033.901006389481,보리,양토,0,B
29945.1560541089,2009,충남,292.78509694802267,130.518527902567,밀,양토,2,C
56450.545088086685,2023,전북,277.66238207587907,2430.1511740063675,보리,모래,0,A
15298.871384924838,2003,서울,255.29516419695773,73.49175929506518,보리,모래,2,C
82364.82473484696,2023,서울,242.34853146472517,582.1069547136152,밀,점토,2,B
9055.283362263825,2012,세종,442.1219668734003,422.90738108186474,쌀,모래,2,B
76180.13833960897,2008,광주,204.12471025112603,459.926979150189,쌀,점토,2,B
33813.990438247565,2020,서울,214.23471271986506,22020.077330152286,밀,모래,0,A
27198.082468510227,2000,광주,217.79324745545506,285.5981388030593,보리,점토,2,C
43284.91997001173,2014,충북,443.4589502731732,58.50597177845241,보리,양토,2,C
93612.29614843016,2009,충북,278.79089059953645,697.2993496642368,보리,양토,2,B
7779.612075862739,2014,서울,312.65939364863806,1338.1057192231947,밀,모래,2,B
12100.661721361004,2015,광주,337.62331340406985,76.63259974098021,밀,양토,2,C
16668.780002216186,2015,인천,288.3882588197894,476.5047788682435,보리,점토,2,B
11141.17717586079,2018,강원,355.2265340219743,147.2401643617066,밀,점토,2,C
5416.316278274545,2015,강원,178.26400130251147,7597.974864212674,쌀,모래,0,A
99282.72876898195,2010,울산,280.58172325680835,32862.239328886426,밀,점토,0,A
16757.483853125126,2023,전남,316.3488766727377,14168.634544738123,보리,점토,0,A
68660.4769310709,2018,서울,112.06490253445011,90.66030126523953,쌀,모래,2,C
75605.24794692716,2002,광주,235.9681461367307,162.0060335021487,보리,모래,2,C
87662.87400712742,2005,강원,216.5634278450607,181.1544138056017,쌀,점토,2,C
30229.703584646155,2017,전남,337.83650076109444,4154.475930813031,밀,모래,0,A
15660.681399684388,2023,인천,263.3162934488822,2069.0144981936614,밀,모래,0,B
77502.905330399,2011,인천,69.18177091418701,1572.073765541548,쌀,양토,0,B
22844.12694545973,2002,전남,192.34078083706686,1.3234247642210537,보리,점토,2,C
21690.589755034758,2006,부산,207.65852175218814,1118.0790290751029,밀,점토,1,B
90046.70841526214,2010,부산,322.2875030209088,882.6721796039167,밀,양토,2,B
630.4737567053133,2003,서울,194.91679951380323,35.108485379261005,쌀,양토,2,C
92815.32121721253,2010,충남,368.5592300496263,33955.619283103726,보리,점토,0,A
7071.849189823979,2023,인천,108.7429856308361,399.8486411275329,밀,양토,2,C
70348.58269996487,2000,전북,472.5161852614276,623.3227310731354,보리,모래,2,B
15320.235098204274,2009,경기,285.0515729014724,670.8809399133818,밀,점토,2,B
94224.25342990298,2014,부산,445.15024500182477,1064.3648063367937,쌀,양토,2,B
15268.643558771388,2006,울산,165.79649732187298,89.23166343065945,쌀,점토,2,C
18671.1705252642,2002,충북,328.5885879361203,372.66636048037515,보리,점토,2,C
81752.17723501597,2005,충남,292.84349864576575,788.6682185428956,밀,점토,2,B
28157.863513761044,2011,전남,147.74911920899157,22.209687545348263,쌀,모래,2,C
79395.74984429606,2001,경기,346.66992247343006,18777.21446772386,밀,모래,0,A
48686.72627671185,2020,울산,258.882501077264,968.6865632817381,쌀,점토,1,B
17692.77339517066,2013,강원,315.94405923531707,17.349872580611958,보리,점토,2,C
44082.34890766623,2005,대구,134.10541954619126,452.2032741109649,밀,모래,2,B
34466.6165475203,2005,울산,122.17900620633452,890.7612673776264,보리,점토,0,B
75860.71304602099,2012,세종,200.19665047551194,7486.575281718101,밀,모래,0,A
41454.85332001836,2023,부산,245.85875626175545,2771.0158938440172,보리,양토,0,A
18807.92597340375,2005,제주,296.22938802949164,424.6022360226089,보리,점토,2,B
98634.27339385872,2012,경기,446.81724189374654,574.1307306269184,보리,모래,2,B
95064.82543809993,2022,제주,318.87978655484085,461.56043559436154,보리,모래,2,B
38342.525109869624,2010,대구,339.90780880828163,6900.33977536427,밀,점토,0,A
95612.75510885006,2007,대구,306.7335398158255,3154.941295223672,밀,양토,0,A
62698.682216828274,2010,강원,343.8964642475016,1336.448986374285,쌀,점토,1,B
54204.30760479142,2010,전남,392.23962979276706,283.33872212071464,보리,양토,2,C
14570.291158403386,2014,제주,418.05749910052924,1629.3963706505297,쌀,모래,1,B
2947.287954814321,2001,강원,444.1096525107199,35107.66283248517,쌀,양토,0,A
67249.16127548383,2008,충남,444.2761923967914,38.366217938001924,보리,모래,2,C
99235.4615357355,2000,충북,504.7631726695313,590.8236191795716,보리,모래,2,B
12486.491941898437,2018,충북,400.7124816971274,181.4560870531855,밀,점토,2,C
11580.942563824374,2009,전남,216.05027919935446,838.642360717224,밀,양토,2,B
61920.73420731351,2016,대전,184.3318541693998,67.4000213292767,밀,점토,2,C
90751.23791544022,2020,대전,444.7972364889454,30687.626853111848,보리,점토,0,A
92984.44896271134,2007,부산,322.07230190048614,671.5467223305884,밀,점토,2,B
58801.20355611926,2010,대전,369.0051111650082,169.19364335878925,쌀,점토,2,C
11483.333470883821,2011,강원,450.79814610037363,2074.0431575412745,보리,모래,1,B
66911.37604492686,2003,서울,270.58787264041234,35.94560612370828,보리,점토,2,C
7891.482505794875,2002,충남,356.38938597609746,131.28080908061108,쌀,점토,2,C
64790.48801607593,2017,광주,319.1386179999987,1950.8282497722182,쌀,모래,0,B
7412.410122645339,2016,부산,323.6793920977655,408.235877462902,쌀,점토,2,C
91448.4487911087,2023,제주,314.5288399171058,22.783329576121737,보리,모래,2,C
34289.906689640804,2008,강원,274.04893727980493,109.98922090302209,밀,양토,2,C
18400.81706451097,2021,인천,478.77891066986615,10528.469758211686,보리,점토,0,A
48827.6794938209,2002,서울,124.58922720920631,2237.6858670004503,쌀,점토,0,B
52696.986904389014,2017,울산,312.3644529661521,484.35833115828376,보리,모래,2,B
26327.40085330779,2017,광주,125.2647227112146,3452.920177564813,밀,양토,0,A
26719.481490320348,2019,강원,338.9643294716849,18.66274680382075,쌀,모래,2,C
11675.429509528718,2014,충북,232.61402018090382,21923.127227729983,보리,양토,0,A
88426.27881596504,2006,전남,446.205758477291,533.7147032420644,쌀,양토,2,B
67656.62397951854,2014,광주,120.22760693523335,1538.9948454605283,밀,모래,0,B
57770.67305284391,2022,대구,247.86888708651358,111.02877221504897,밀,점토,2,C
16368.619697102184,2003,인천,399.7881972413363,17.885787679871104,쌀,모래,2,C
99993.12158717973,2015,광주,274.1893794191919,316.5763870723294,쌀,점토,2,C
32350.670801053944,2006,충북,309.04974847209047,1774.8660740308299,쌀,모래,0,B
45086.174598496946,2014,충북,182.5917108990394,131.01779891859056,쌀,양토,2,C
70372.69929350684,2005,서울,343.573187684691,367.3405638099544,보리,양토,2,C
13937.579474760463,2005,인천,443.7328110058745,139.3955675728301,밀,점토,2,C
75215.4129970763,2017,세종,448.22876205486955,20.868537925580615,보리,모래,2,C
60764.21246375295,2022,부산,381.41493972964577,880.1508477260247,밀,양토,2,B
1315.8985786315507,2002,세종,313.9531841514643,34382.011119891504,쌀,점토,0,A
22967.86921246696,2023,전남,341.4526620611865,209.7810571365743,쌀,양토,2,C
68582.14783930127,2016,서울,119.28060275640584,978.7702361092136,보리,점토,0,B
77110.18838120792,2006,광주,97.16207830360597,18926.190086933046,밀,점토,0,A
37468.856238231834,2002,세종,215.84639903165882,34386.070807126365,밀,점토,0,A
55421.23076323705,2002,강원,479.151411434348,2289.858871529944,쌀,양토,0,B
60226.610797675574,2005,광주,212.06012485129384,13939.093670966755,쌀,양토,0,A
89724.87259101635,2018,충북,334.8490720809913,213.52906870057592,쌀,모래,2,C
60543.79737936619,2008,대구,477.66568937502495,5385.18590005192,쌀,점토,0,A
86695.4059715973,2015,전북,358.7442582042899,2054.54134318112,쌀,점토,0,B
22779.07540242618,2004,충북,391.29050395184134,2075.355968321734,쌀,모래,0,B
89892.63940825155,2007,서울,254.8512625315287,211.99896642010611,보리,양토,2,C
26865.026920337004,2009,전남,328.77944941504995,1500.057830584078,밀,양토,1,B
76337.70900245382,2009,광주,604.6791797210138,11566.3974931823,밀,양토,0,A
24231.548299987848,2003,충북,261.0562339586283,1026.8619895512181,밀,점토,2,B
73545.88281004723,2011,충남,198.1305574966923,138.79671709753816,보리,점토,2,C
5596.006253229075,2015,충북,382.88497875766194,28698.891451716747,밀,모래,0,A
63844.651312456146,2022,충북,390.9878843942853,4186.533624928413,밀,양토,0,A
60374.42474611438,2003,전북,328.61245332320715,69593.84546135232,쌀,모래,0,A
97392.90550843612,2023,광주,346.2203182143647,91.73551569762925,밀,양토,2,C
57771.94147131458,2001,광주,405.14502026590895,739.0831414077519,쌀,점토,2,B
80321.2130109155,2010,울산,267.2623946227947,2546.6503807082195,밀,점토,0,A
15960.948024310606,2008,울산,423.05114738617294,9054.817131138956,쌀,모래,0,A
80589.66357006389,2001,울산,282.7752461730564,189.51743674938155,밀,모래,2,C
98909.89872814968,2000,충북,359.74888507989635,3618.1796665750635,쌀,양토,0,A
93936.51552317542,2014,세종,423.91432887224136,7167.58395646498,쌀,점토,0,A
34903.79989588856,2007,전남,174.99929250429904,28.431578966074536,쌀,양토,2,C
5606.9401057779305,2004,광주,271.92644691191504,3604.886985198952,쌀,양토,0,A
74891.49562306967,2017,경기,230.43295830232705,67.68724316556563,쌀,모래,2,C
99735.63273919038,2011,제주,473.2241366266919,1094.282102770565,쌀,양토,2,B
32620.210628868816,2021,충남,271.0399264617648,105.73155245422512,밀,양토,2,C
38894.48333079781,2015,경기,229.44459361772647,378.34764309585177,보리,양토,2,C
