0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
2,47,195,21,60,241,10,174,91,340,12,512,7,6,184,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,1908,1294,24,34,9,91,50,17,365,3,69,880,408,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,34,5793,59,3,791,176,11,46,2035,7,3,549,3526,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,15,29,1158,6,8,12,6,223,225,3,134,19,1702,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,152,5,3,3890,1096,10,3,35,33,333,48,772,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,112,18,652,17,2688,279,3,206,12,3,2409,55,1312,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,8,5,20,501,35,5,42,11,130,1536,3,2169,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,20,232,13,194,3,89,296,17,1170,1323,64,6,426,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,582,11,3,63,1040,94,2690,40,82,5,3,826,445,2485,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,1594,5,3,317,190,1967,48,3,33,31,7,3,107,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,8,21,3,131,22,9,168,3,263,318,7,390,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,288,60,10,24,1738,34,272,7,3,80,7,6,38,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,15,731,103,607,3,1472,0,17,0,57,243,526,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,262,397,4170,48,3,8,150,3,30,421,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,175,16,201,18,5,3,76,12,73,18,460,130,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,187,104,995,50,169,609,5,42,11,3,1540,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,69,34,5,371,88,7,2156,738,17,1518,0,366,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,641,10,1121,16,164,425,27,15,29,99,497,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,30,1203,535,75,3,179,57,140,5789,89,1345,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,86,9,56,172,289,5,6,925,11,154,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,8,1036,50,17,244,12,3322,319,3,591,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,18,16,254,35,128,5,42,11,3,442,11,20,653,14,10,243,16,254,21,1623,41,1968,218,4,2,1,1,1,1,1,1,1,1
2,3,52,121,32,12,3,1204,1880,22,9,593,3,918,653,3,159,1306,159,5,3,1293,4,2,1,1,1,1,1,1,1,1,1,1
2,3,23,177,41,209,13,12,30,426,2629,44,20,309,24,296,1974,3,86,11,18,2,1,1,1,1,1,1,1,1,1,1,1,1
2,20,323,326,8,5,3,281,66,14,196,14,10,216,9,35,48,3,290,107,4,2,1,1,1,1,1,1,1,1,1,1,1,1
2,15,105,62,14,3,33,10,3,32,14,16,35,7,6,258,70,17,3,158,4,2,1,1,1,1,1,1,1,1,1,1,1,1
2,3,0,41,10,41,0,41,209,8,12,440,10,145,21,25,90,7,6,95,4,2,1,1,1,1,1,1,1,1,1,1,1,1
2,3,522,90,5,6,167,11,3,604,11,145,19,3,38,274,5,20,105,663,4,2,1,1,1,1,1,1,1,1,1,1,1,1
2,20,5819,5023,144,8,12,24,96,9,31,5,42,11,3,1151,41,0,267,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1
2,109,29,72,5,207,41,241,10,147,16,55,74,3,239,0,6,38,784,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,69,32,9,546,7,6,258,27,43,529,3191,9,3594,17,246,3,2790,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1
2,45,8,5,147,9,118,17,81,8,5,28,174,5,42,11,3,1293,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,208,8,1206,17,246,259,17,496,73,957,11,2806,0,5,3,266,100,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,20,144,8,72,5,0,41,2721,218,139,20,2656,27,35,7,3,273,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,8,5,3,24,207,41,22,320,5,6,167,11,3,332,891,141,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,8,5,3,30,10,24,193,241,90,7,3,1139,19,3,2023,99,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,15,29,688,17,166,71,92,20,3538,27,3,854,13,88,17,65,499,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,8,5,3,30,22,9,35,12,15,0,5,42,11,20,144,519,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,63,21,28,174,10,3,30,316,1603,1457,6,405,11,3,290,107,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,380,11,18,40,7,3,169,141,14,21,1210,293,7,3,395,183,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,6,13,9,1809,20,85,5528,57,3,0,7,6,8,101,196,80,720,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,37,11,105,18,19,20,0,508,1826,10,388,133,11,3,547,528,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,15,49,21,30,10,3,8,634,74,11,3,3150,41,3,41,0,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,232,24,41,209,13,9,55,279,43,3160,10,55,59,43,145,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,6,173,12,6,992,147,9,19,6,743,117,168,900,7,26,98,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,15,62,91,7,3,5562,5,28,10,25,899,27,56,333,48,249,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,8,5,3,196,10,639,5,3,1321,76,9,632,19,6,1033,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,8,5,3,30,832,12,3,24,501,88,5,42,11,3,890,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,8,5,3,66,136,20,2402,486,53,2684,70,17,6,3110,4029,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,8,5,3,25,22,9,460,74,11,3,0,5,3,2272,283,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,32,21,3,24,22,14,25,147,14,10,3,1556,9,36,407,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,13,9,132,70,17,8,188,9,1260,132,27,44,2460,1186,1223,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,15,18,868,4097,7,594,400,27,3,946,598,3,654,11,1945,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,37,11,0,40,39,6,141,12,326,542,10,71,601,542,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,490,8,5,3,977,80,90,5,3,405,12,3,310,517,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,8,5,3,131,66,10,313,108,12,25,147,168,3,1426,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,601,8,44,3,115,14,488,3,54,6,3043,7,6,115,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,8,5,3,24,501,10,66,9,394,739,7,3,266,38,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,356,33,12,3,3127,10,3,30,22,136,12,3,816,833,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,121,49,5,3,60,428,66,750,20,0,2304,457,6,115,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,25,34,35,5,73,95,44,3,24,430,1428,5,226,202,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,23,33,21,3,0,494,758,3,187,847,19,20,3470,1514,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,572,11,23,325,1826,5,0,19,65,417,2533,57,243,4813,134,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,37,11,25,18,185,5,85,241,5,42,11,3,1050,110,117,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,20,232,8,14,21,1283,28,14,9,31,7,3,143,123,6,38,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,52,32,0,17,6,0,1353,79,3,1451,12,24,14,430,4823,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,8,88,5,3,1564,130,99,14,55,74,6,1275,41,531,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,33,12,145,21,3,277,61,22,9,35,5,3,570,380,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,20,114,160,5,28,174,10,60,192,9,840,235,20,85,76,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,1396,8,5,6,1353,9,1600,3,1157,1389,194,20,393,1158,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,119,5,3,203,108,10,3,24,450,9,172,3,978,397,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,15,18,5,297,302,5662,1265,3685,622,149,5,400,5,20,586,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,15,49,72,5,254,24,10,21,265,1231,16,40,7,6,38,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,8,5,3,25,10,24,193,22,3143,3,13,48,3,382,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,0,160,5,3,60,1980,118,17,20,586,19,3,0,508,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,8,5,3,24,22,10,994,146,1224,7,3,973,158,1673,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,8,21,3,25,207,41,22,9,36,962,1067,1468,3,148,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,8,5,28,10,30,157,556,435,53,3,133,12,3,13,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,13,5,3,28,22,10,174,9,410,120,367,5,3,2134,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,20,105,32,5,3,51,66,10,501,9,1169,598,7,3,1958,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,23,33,503,3,51,14,24,14,10,30,421,10,124,70,17,3,13,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1
2,47,18,7,15,169,41,448,10,45,109,41,2238,16,77,59,60,95,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,8,21,2793,0,218,9,44,932,50,110,6,184,12,26,180,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,23,386,21,174,10,3,1044,207,41,22,36,3,25,735,125,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,8,5,3,1069,10,21,3,30,853,196,9,150,3,2072,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,13,5,3,234,9,350,74,11,3,4801,14,194,3,897,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,112,1648,72,5,24,218,10,1378,278,16,473,50,617,166,71,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,15,167,41,432,29,5,3,186,12,328,420,1946,12,166,71,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,63,12,1198,89,96,10,61,22,9,55,74,170,3,87,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,15,52,25,126,16,36,12,430,1356,10,251,3,380,11,815,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,54,113,9,7,6,1680,11,3,317,608,120,74,5,6,463,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,8,21,145,19,6,219,9,55,39,19,73,310,5,26,138,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,33,188,9,164,3,336,64,3,32,5,6,167,11,3,163,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,15,215,227,0,5,6,1638,11,3,2718,275,19,20,708,215,742,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,37,11,18,16,79,3,69,308,5,6,167,11,3,100,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,8,21,3,277,14,3527,41,1265,233,9,31,7,3,294,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,761,33,12,3,28,10,24,193,1176,9,35,7,6,87,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,718,13,5,3,0,101,2136,28,501,9,0,3,60,653,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,86,11,18,99,5,38,5,42,11,3,2366,11,24,1671,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,52,1584,32,760,3,4419,41,8,196,27,77,3,127,197,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,15,49,16,35,5,42,11,3,615,11,62,118,245,3,276,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,15,49,12,385,96,16,617,166,71,10,6,121,45,9,118,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,63,245,5,6,167,11,410,3,51,502,67,39,3,502,1328,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,13,21,3,25,207,41,22,476,17,190,327,50,3,1156,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,37,11,606,41,270,1095,16,398,82,3,606,41,270,301,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,8,9,5,6,167,11,1232,3,30,14,24,10,28,407,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,15,29,16,1571,81,57,204,961,6,2010,1836,7,585,625,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,37,11,485,1329,0,74,7,6,258,303,65,527,128,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,1114,11,3,54,101,157,189,3,28,14,1371,1207,4184,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,13,268,68,3,219,27,3,8,136,533,5,6,97,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,6,8,5,6,24,1402,10,216,9,44,6,32,101,138,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,13,10,3,33,7,148,418,12,3,481,5,6,97,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,8,5,3,28,192,9,0,7,26,842,48,15,111,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,32,616,5,1783,498,3,0,1341,57,312,0,6,586,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,13,2919,157,556,27,3,33,12,3,1435,139,3,703,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,15,62,16,406,65,723,68,3,4153,10,0,13,101,133,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,8,10,3,33,16,31,19,20,0,404,16,44,0,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,87,3443,213,19,3,1371,462,5,6,463,48,3,463,0,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,6,98,5217,5397,53,26,702,57,616,0,0,26,2607,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,0,240,3,58,51,1102,39,6,141,225,3,397,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,8,21,737,124,231,3,107,12,30,10,203,389,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,744,2104,25,8,88,5,6,353,14,576,17,737,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,109,62,16,36,7,65,42,999,27,65,664,106,7,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,15,126,279,3,267,269,5,6,102,27,44,3,223,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,8,12,1412,9,4288,26,1225,17,3065,3,348,2442,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,8,960,7,26,316,57,3,993,933,19,26,618,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,112,29,16,1731,27,35,19,6,722,11,3,93,11,130,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,613,21,3,61,22,960,11,20,5151,318,5,6,102,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,121,33,5,3,28,22,9,31,12,3,13,21,145,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,8,10,13,16,40,39,3,2895,287,457,3,5728,364,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,3046,23,13,9,3482,12,3,30,2562,264,19,3,725,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,23,33,272,7,3,1374,477,12,26,728,75,6,155,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,8,12,3,564,10,3,32,5,3,66,7,6,87,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,13,5,3,24,212,299,9,91,50,17,543,6,67,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,8,9,132,12,45,138,7,26,1780,19,3,344,378,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,54,12,3,51,22,9,44,3,30,67,235,226,202,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,8,9,1007,27,31,7,6,87,5,42,11,6,224,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,975,0,9,255,59,46,12,3,30,222,5,226,202,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,33,9,31,7,3,165,14,55,19,6,2078,784,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,20,0,129,7,3,1574,14,27,3,8,139,6,298,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,495,5,3,28,2097,10,28,392,12,43,15,3682,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,119,5,3,277,89,22,9,474,3,599,130,270,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,32,12,157,556,10,20,85,316,88,12,43,429,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,831,9,3,133,11,3,1011,3239,26,1985,101,171,96,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,4661,240,26,98,7,6,141,70,17,391,12,94,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,770,164,3,341,11,3,3109,7,3,362,11,1485,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,24,34,12,60,4198,178,64,6,1680,68,6,46,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,47,18,16,31,56,19,3,93,12,1852,372,235,140,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,8,872,366,27,3,13,750,3,2304,19,142,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,47,103,16,1325,77,12,6,2734,7,6,0,32,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,15,29,31,56,251,3,565,48,3,1423,0,205,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,6,32,10,33,16,658,1677,31,7,3,247,143,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,208,54,9,5,3,633,14,2728,53,6,183,14,2526,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,8,5,3,61,22,9,35,5,6,83,2529,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,8,10,3,13,688,27,35,70,17,3,158,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,8,5,26,1124,186,4294,3547,53,3,1960,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,1280,466,9,1662,1607,7,3,574,4779,269,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,13,194,3,58,115,27,35,5,6,38,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,33,10,3,8,72,57,559,2271,35,5,210,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,20,553,8,124,231,3,2609,7,26,709,17,5445,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,34,9,91,5,6,102,17,365,20,85,408,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,37,11,18,238,19,3,1115,257,429,5,3,371,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,8,1826,19,3,753,153,27,40,39,6,848,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,13,360,64,3,158,14,43,728,1042,5,880,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,0,99,19,6,108,11,3,0,17,3,58,179,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,25,8,9,172,81,25,8,36,5,6,1014,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,23,54,10,3,13,16,35,82,3,4735,4358,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,20,232,8,9,40,3,60,34,194,3,30,776,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,8,2086,6,1550,11,3,179,79,6,46,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,15,111,321,5,3,84,55,19,20,3774,408,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,427,11,3,38,473,12,58,14,1045,469,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,6,49,9,44,6,33,27,55,170,6,38,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,179,12,18,10,65,2095,9,5,6,46,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,20,114,14,1728,8,1707,3,3551,27,291,3894,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,33,5,3,832,9,410,20,373,68,3,764,255,161,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,35,8,139,3,219,5,42,11,3,8,44,3,125,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,175,9,3,23,13,12,3,264,132,5,42,11,3,76,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,215,322,21,3,25,22,10,174,14,1248,50,26,575,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,15,49,21,89,207,41,241,10,28,174,1621,56,218,206,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,8,12,3,824,7,26,393,460,120,5,3,2502,1644,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,54,21,3,66,10,80,9,56,78,7,3,332,919,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,13,5,3,61,207,41,22,10,216,124,39,3,83,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,8,12,216,9,726,3,54,12,216,415,39,3,415,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,201,11,6,400,16,592,12,1238,3,484,18,303,6,426,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,706,10,26,1645,16,164,3,37,133,5,3,763,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,0,5,337,2037,5,3,397,27,36,1708,41,339,422,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,15,2673,16,311,53,65,928,57,6,86,228,12,0,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,106,339,3,2139,274,14,3,484,707,12,521,580,2130,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,23,8,1248,50,161,809,14,7,3,203,0,0,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,8,5,3,162,28,1617,124,68,20,144,332,76,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,13,5,3,25,116,10,1490,3398,40,39,6,38,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,63,9,35,70,17,3,247,267,12,0,249,497,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,3252,5,3,24,207,41,22,1169,0,19,3,234,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,15,18,12,24,241,40,50,6,83,118,7,65,0,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,45,8,5,3,25,80,10,25,66,9,36,3,1350,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,15,103,16,189,603,10,45,135,28,0,7,43,157,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,47,29,40,70,17,3,481,12,3,1612,205,7,140,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,6,8,5,6,28,22,9,40,12,6,8,5,30,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,23,8,5,3,51,436,454,3,555,7,6,87,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,6,18,16,72,5,977,4168,218,14,10,16,0,128,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,6,23,32,9,3053,3607,1267,48,6,23,33,92,43,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
